
[00:00:00.000 --> 00:00:09.000]  好,今天我們來到大使命經文的最後一部分
[00:39:07.000 --> 00:39:08.000]  錯在哪裏
[00:39:08.000 --> 00:39:10.000]  不明白聖經的什麼東西
[00:39:10.000 --> 00:39:12.000]  我簡單點這樣說
[00:39:12.000 --> 00:39:18.000]  這幫撒都哥的人
[00:39:18.000 --> 00:39:25.000]  找了一個社會悲劇
[00:39:25.000 --> 00:39:30.000]  來挑戰耶穌
[00:39:32.000 --> 00:39:35.000]  從而證明自己認為
[00:39:35.000 --> 00:39:37.000]  沒有復活這件事
[00:39:37.000 --> 00:39:38.000]  等於節目
[00:39:38.000 --> 00:39:42.000]  一個婦人死了老公
[00:39:42.000 --> 00:39:44.000]  還要死七次
[00:39:44.000 --> 00:39:45.000]  還要自口
[00:39:45.000 --> 00:39:47.000]  自己最後都死了
[00:39:47.000 --> 00:39:49.000]  慘不慘
[00:39:49.000 --> 00:39:51.000]  你好不選擇選一個
[00:39:51.000 --> 00:39:53.000]  這樣的例子來講
[00:39:53.000 --> 00:39:56.000]  你說虛設的情況而已
[00:39:56.000 --> 00:39:58.000]  虛設你都找一些
[00:39:58.000 --> 00:40:00.000]  正路一點的來講
[00:40:02.000 --> 00:40:03.000]  用這樣的方式
[00:40:03.000 --> 00:40:05.000]  去挑戰耶穌認為
[00:40:05.000 --> 00:40:07.000]  沒有復活的事情
[00:40:07.000 --> 00:40:09.000]  為什麼不虛心一點
[00:40:09.000 --> 00:40:11.000]  索性問耶穌
[00:40:11.000 --> 00:40:13.000]  復活究竟是一回什麼事
[00:40:13.000 --> 00:40:17.000]  他們的希其
[00:40:17.000 --> 00:40:20.000]  是什麼希其
[00:40:20.000 --> 00:40:22.000]  又有兩個可能
[00:40:22.000 --> 00:40:24.000]  可能想知道多一點
[00:40:24.000 --> 00:40:27.000]  也都可能是拒絕耶穌
[00:40:27.000 --> 00:40:29.000]  四次的希其
[00:40:29.000 --> 00:40:30.000]  都告訴我們
[00:40:30.000 --> 00:40:32.000]  同一個道理
[00:40:32.000 --> 00:40:34.000]  人作出希其
[00:40:34.000 --> 00:40:36.000]  是因為耶穌基督的教訓
[00:40:36.000 --> 00:40:38.000]  是因為祂的講道
[00:40:38.000 --> 00:40:39.000]  而不是因為這個人
[00:40:39.000 --> 00:40:40.000]  祂的身份
[00:40:40.000 --> 00:40:43.000]  所以當我們回到
[00:40:43.000 --> 00:40:45.000]  第七章的
[00:40:45.000 --> 00:40:49.000]  第28和29節的時候
[00:40:49.000 --> 00:40:52.000]  聖經就馬上記載給我們聽
[00:40:52.000 --> 00:40:54.000]  他們希其什麼
[00:40:54.000 --> 00:40:55.000]  我們再看一次
[00:40:55.000 --> 00:40:57.000]  第29節說什麼
[00:40:57.000 --> 00:41:00.000]  因為他 也就是耶穌
[00:41:00.000 --> 00:41:03.000]  教訓他們
[00:41:03.000 --> 00:41:06.000]  正像有權柄的人
[00:41:06.000 --> 00:41:10.000]  不像他們的民事
[00:41:10.000 --> 00:41:13.000]  原來他們希其
[00:41:13.000 --> 00:41:15.000]  是因為兩個的因素
[00:41:15.000 --> 00:41:17.000]  交織而成的
[00:41:17.000 --> 00:41:19.000]  一 發現到
[00:41:19.000 --> 00:41:22.000]  跟他說話的這位耶穌
[00:41:22.000 --> 00:41:24.000]  從他的說話的內容
[00:41:24.000 --> 00:41:27.000]  他發現到他們
[00:41:27.000 --> 00:41:30.000]  耶穌是一個有權柄的人
[00:41:30.000 --> 00:41:32.000]  而這種權柄
[00:41:32.000 --> 00:41:34.000]  是不像他們當時
[00:41:34.000 --> 00:41:37.000]  一般在宗教上面
[00:41:37.000 --> 00:41:39.000]  拿著權柄那批的
[00:41:39.000 --> 00:41:43.000]  民事 祭司
[00:41:43.000 --> 00:41:46.000]  法尼塞人的群體
[00:41:46.000 --> 00:41:47.000]  簡單一點
[00:41:47.000 --> 00:41:48.000]  英文講叫
[00:41:48.000 --> 00:41:51.000]  The Sanhedrin
[00:41:51.000 --> 00:41:54.000]  宗教局
[00:41:54.000 --> 00:41:57.000]  猶太人宗教局
[00:41:57.000 --> 00:41:59.000]  耶穌基督
[00:41:59.000 --> 00:42:02.000]  讓人去聽從祂
[00:42:02.000 --> 00:42:05.000]  跟從祂
[00:42:05.000 --> 00:42:09.000]  是因為祂說話的內容
[00:42:09.000 --> 00:42:12.000]  而因著祂說話的內容
[00:42:12.000 --> 00:42:14.000]  帶有權柄
[00:42:14.000 --> 00:42:16.000]  於是人們就有一種
[00:42:16.000 --> 00:42:19.000]  希其的心態
[00:42:19.000 --> 00:42:21.000]  願意跟隨祂
[00:42:21.000 --> 00:42:23.000]  真心跟隨耶穌基督的
[00:42:23.000 --> 00:42:25.000]  神國子民
[00:42:25.000 --> 00:42:27.000]  就會繼續去追尋
[00:42:27.000 --> 00:42:29.000]  這一切的教訓
[00:42:29.000 --> 00:42:31.000]  祂不是因為耶穌
[00:42:31.000 --> 00:42:32.000]  說我是誰
[00:42:32.000 --> 00:42:33.000]  不是耶穌說
[00:42:33.000 --> 00:42:34.000]  我介紹我是神的兒子
[00:42:34.000 --> 00:42:35.000]  耶穌什麼時候
[00:42:35.000 --> 00:42:39.000]  直接跟他們說神的兒子
[00:42:39.000 --> 00:42:40.000]  你找給我看
[00:42:40.000 --> 00:42:41.000]  馬太福在哪裡
[00:42:41.000 --> 00:42:44.000]  上帝反而透過祂
[00:42:44.000 --> 00:42:46.000]  在天父耶穌受贈
[00:42:46.000 --> 00:42:49.000]  上帝說而已
[00:42:49.000 --> 00:42:53.000]  不是耶穌說
[00:42:53.000 --> 00:42:55.000]  我聽一個牧者說
[00:42:55.000 --> 00:42:56.000]  不是因為這個牧者
[00:42:56.000 --> 00:42:58.000]  是出名的牧者
[00:42:58.000 --> 00:42:59.000]  甚至不是因為
[00:42:59.000 --> 00:43:04.000]  他叫我什麼什麼名字
[00:43:04.000 --> 00:43:05.000]  不是因為那個教會
[00:43:05.000 --> 00:43:08.000]  有多少人
[00:43:08.000 --> 00:43:09.000]  不是因為那個教會
[00:43:09.000 --> 00:43:13.000]  有多少侍公
[00:43:13.000 --> 00:43:15.000]  而是因為祂說的內容
[00:43:15.000 --> 00:43:17.000]  是上帝的說話
[00:43:17.000 --> 00:43:19.000]  帶領姐妹
[00:43:19.000 --> 00:43:20.000]  從這段聖經
[00:43:20.000 --> 00:43:22.000]  就讓我們很清楚體會到
[00:43:22.000 --> 00:43:24.000]  耶穌從頭到尾
[00:43:24.000 --> 00:43:25.000]  都沒有以自己
[00:43:25.000 --> 00:43:27.000]  有什麼神蹟其事
[00:43:27.000 --> 00:43:28.000]  甚至不是推廣自己
[00:43:28.000 --> 00:43:30.000]  有多大的權柄
[00:43:30.000 --> 00:43:31.000]  而來到了
[00:43:31.000 --> 00:43:32.000]  所以你要聽我
[00:43:32.000 --> 00:43:33.000]  所以你要跟隨我
[00:43:33.000 --> 00:43:34.000]  不是
[00:43:34.000 --> 00:43:36.000]  是完全根據上帝的說話
[00:43:36.000 --> 00:43:39.000]  因此馬太福的作者
[00:43:39.000 --> 00:43:40.000]  經常在開頭都說
[00:43:40.000 --> 00:43:43.000]  我又想起了
[00:43:43.000 --> 00:43:45.000]  哪一段聖經是怎樣
[00:43:45.000 --> 00:43:47.000]  應驗了
[00:43:47.000 --> 00:43:49.000]  哪一個先知
[00:43:49.000 --> 00:43:53.000]  尤其是以塞亞先知的講話
[00:43:53.000 --> 00:43:55.000]  而這個講話
[00:43:55.000 --> 00:44:02.000]  就是上帝要人認識的說話
[00:44:02.000 --> 00:44:06.000]  所以門徒
[00:44:06.000 --> 00:44:09.000]  他們不是憑志借著
[00:44:09.000 --> 00:44:13.000]  主的身份
[00:44:13.000 --> 00:44:15.000]  而是憑借著
[00:44:15.000 --> 00:44:19.000]  他們對於上帝說話的接收
[00:44:19.000 --> 00:44:23.000]  來去棄棋
[00:44:23.000 --> 00:44:25.000]  驅動他們
[00:44:25.000 --> 00:44:29.000]  去繼續跟隨上帝
[00:44:29.000 --> 00:44:31.000]  因此
[00:44:31.000 --> 00:44:33.000]  在這段聖經的裏面
[00:44:33.000 --> 00:44:38.000]  我們就會學到三樣的功課
[00:44:38.000 --> 00:44:39.000]  我列舉了兩個
[00:44:39.000 --> 00:44:43.000]  在大家的程序表的大綱裏面
[00:44:43.000 --> 00:44:47.000]  第一個功課是甚麼呢
[00:44:47.000 --> 00:44:53.000]  就是憑借著這份對主稀奇的心
[00:44:53.000 --> 00:44:55.000]  去學懂如何監察
[00:44:55.000 --> 00:44:57.000]  每一天我們接收到一些
[00:44:57.000 --> 00:45:01.000]  所謂關於上帝的教導
[00:45:01.000 --> 00:45:04.000]  然後去從中尋求
[00:45:04.000 --> 00:45:10.000]  真正聖經裏面的正義
[00:45:10.000 --> 00:45:15.000]  而這份正義的追尋
[00:45:15.000 --> 00:45:18.000]  是出自於上帝給你
[00:45:18.000 --> 00:45:21.000]  和我的聖靈
[00:45:21.000 --> 00:45:24.000]  而不是源自於
[00:45:24.000 --> 00:45:28.000]  我是哪一個
[00:45:28.000 --> 00:45:30.000]  所以大家知道嗎
[00:45:30.000 --> 00:45:33.000]  你知不知道我做傳道人第一天
[00:45:33.000 --> 00:45:35.000]  我跟自己講得很清楚
[00:45:35.000 --> 00:45:36.000]  跟上帝祈禱
[00:45:36.000 --> 00:45:38.000]  我上帝
[00:45:38.000 --> 00:45:40.000]  我知道出來傳道
[00:45:40.000 --> 00:45:43.000]  很容易會有一個現象
[00:45:43.000 --> 00:45:45.000]  有些人會捧到你
[00:45:45.000 --> 00:45:47.000]  很出名
[00:45:47.000 --> 00:45:49.000]  好像明星那樣去傳道
[00:45:49.000 --> 00:45:53.000]  基督教會是很喜歡用這種手法
[00:45:53.000 --> 00:45:54.000]  你出了名
[00:45:54.000 --> 00:45:58.000]  於是就能夠更招引更多的人來
[00:45:58.000 --> 00:45:59.000]  有沒有留意
[00:45:59.000 --> 00:46:03.000]  基督教很喜歡用明星、明人
[00:46:03.000 --> 00:46:06.000]  來做招來的手段
[00:46:06.000 --> 00:46:08.000]  你是什麼什麼講者
[00:46:08.000 --> 00:46:10.000]  什麼選美得獎者
[00:46:10.000 --> 00:46:15.000]  你是什麼什麼求星
[00:46:15.000 --> 00:46:19.000]  不是賣頭髮的那個
[00:46:19.000 --> 00:46:21.000]  總之你是基督徒
[00:46:21.000 --> 00:46:23.000]  你出名他就用
[00:46:23.000 --> 00:46:24.000]  我求上帝
[00:46:24.000 --> 00:46:26.000]  最好你不要讓我這樣
[00:46:26.000 --> 00:46:31.000]  我只是想把你的道理清楚傳給別人
[00:46:31.000 --> 00:46:33.000]  而且我另外加了一個禱告
[00:46:33.000 --> 00:46:34.000]  上帝
[00:46:34.000 --> 00:46:37.000]  倘若你是要我出名的
[00:46:37.000 --> 00:46:41.000]  我希望你給一個同樣的屬靈的生命
[00:46:41.000 --> 00:46:42.000]  讓我抵受到這個
[00:46:42.000 --> 00:46:46.000]  因為出名而帶來的引誘
[00:46:46.000 --> 00:46:49.000]  耶穌從頭到尾都不要出名
[00:46:49.000 --> 00:46:51.000]  是人們搞到他出名
[00:46:51.000 --> 00:46:53.000]  看到嗎
[00:46:53.000 --> 00:46:56.000]  接下來我們下個禮拜開始看第八章
[00:46:56.000 --> 00:46:58.000]  下個禮拜我不在這裡講了
[00:46:58.000 --> 00:46:59.000]  下一課
[00:46:59.000 --> 00:47:03.000]  第八章就開始講耶穌基督
[00:47:03.000 --> 00:47:05.000]  又出來傳道的時候
[00:47:05.000 --> 00:47:08.000]  很多人要捧他
[00:47:08.000 --> 00:47:11.000]  耶穌是不是就是吃著這條水
[00:47:11.000 --> 00:47:13.000]  接著就去捧紅自己
[00:47:13.000 --> 00:47:15.000]  招攬多些會眾
[00:47:15.000 --> 00:47:17.000]  做大自己的牆
[00:47:17.000 --> 00:47:20.000]  接著就很多人相信他
[00:47:20.000 --> 00:47:22.000]  我們遲一下看看
[00:47:22.000 --> 00:47:24.000]  不過很清楚這段聖經
[00:47:24.000 --> 00:47:26.000]  第一樣東西教導我們
[00:47:26.000 --> 00:47:29.000]  我們要有這份稀奇的心
[00:47:29.000 --> 00:47:32.000]  因為可以幫助我們
[00:47:32.000 --> 00:47:35.000]  去辨識每天聽到的訊息
[00:47:35.000 --> 00:47:38.000]  是不是上帝的說話
[00:47:38.000 --> 00:47:40.000]  而不是因應那個人
[00:47:40.000 --> 00:47:42.000]  或者其他的因由
[00:47:42.000 --> 00:47:44.000]  而他才去接受
[00:47:44.000 --> 00:47:46.000]  第二樣東西
[00:47:46.000 --> 00:47:49.000]  從這段聖經裡面
[00:47:49.000 --> 00:47:53.000]  也給我們看見一個很重要的因素
[00:47:53.000 --> 00:47:58.000]  叫門徒不是因為人的權柄
[00:47:58.000 --> 00:47:59.000]  或者哪個人
[00:47:59.000 --> 00:48:04.000]  而去輕易相信一些教導
[00:48:04.000 --> 00:48:08.000]  耶穌在他的比喻當中曾經說過
[00:48:08.000 --> 00:48:11.000]  有些人甚至走來去向耶穌
[00:48:11.000 --> 00:48:13.000]  甚至可以叫做要脅
[00:48:13.000 --> 00:48:17.000]  耶穌我是真的跟你的
[00:48:17.000 --> 00:48:20.000]  你看看我奉你的名傳道
[00:48:20.000 --> 00:48:22.000]  奉你的名去施洗
[00:48:22.000 --> 00:48:25.000]  奉你的名去趕鬼
[00:48:25.000 --> 00:48:28.000]  奉你的名去醫病
[00:48:28.000 --> 00:48:30.000]  多少成果
[00:48:30.000 --> 00:48:33.000]  a lot of good results
[00:48:33.000 --> 00:48:36.000]  很好的封石的成果
[00:48:36.000 --> 00:48:41.000]  甚至可以稱為屬靈成果
[00:48:41.000 --> 00:48:42.000]  耶穌說
[00:48:42.000 --> 00:48:45.000]  是不是就是因為這樣的成果
[00:48:45.000 --> 00:48:47.000]  你們就會聽那些人
[00:48:47.000 --> 00:48:49.000]  一定就是屬於敬拜
[00:48:49.000 --> 00:48:56.000]  侍奉忠心於上帝的子民
[00:48:56.000 --> 00:48:58.000]  我喜歡約翰福音
[00:48:58.000 --> 00:49:00.000]  約翰福音介紹耶穌基督
[00:49:00.000 --> 00:49:05.000]  一開始不是介紹他是怎樣其他的
[00:49:05.000 --> 00:49:08.000]  只是用一個字去陳述
[00:49:08.000 --> 00:49:10.000]  道
[00:49:10.000 --> 00:49:12.000]  word
[00:49:12.000 --> 00:49:14.000]  logos
[00:49:14.000 --> 00:49:17.000]  而這個字是直接指去
[00:49:17.000 --> 00:49:20.000]  舊約聖經整個的啟示
[00:49:20.000 --> 00:49:24.000]  神的說話
[00:49:24.000 --> 00:49:28.000]  所以約翰福音的開始是怎樣
[00:49:28.000 --> 00:49:30.000]  起初
[00:49:30.000 --> 00:49:33.000]  太初有道
[00:49:33.000 --> 00:49:36.000]  道與神同在
[00:49:36.000 --> 00:49:40.000]  道就是神
[00:49:40.000 --> 00:49:44.000]  整本聖經其實要我們專注的是看
[00:49:44.000 --> 00:49:47.000]  神的道理
[00:49:47.000 --> 00:49:51.000]  我跟隨的是上帝的道理
[00:49:51.000 --> 00:49:52.000]  我在教會裏面
[00:49:52.000 --> 00:49:56.000]  隨著上帝所委任的牧者
[00:49:56.000 --> 00:49:57.000]  在我們當中
[00:49:57.000 --> 00:49:59.000]  他的帶領是因為他
[00:49:59.000 --> 00:50:01.000]  按照神的道理
[00:50:01.000 --> 00:50:02.000]  而去帶領我們
[00:50:02.000 --> 00:50:05.000]  而一起去實踐神的道理
[00:50:05.000 --> 00:50:11.000]  不是因為他是誰
[00:50:11.000 --> 00:50:14.000]  所以剛才我們所引用的
[00:50:14.000 --> 00:50:17.000]  其中一個使用希奇的陳述
[00:50:17.000 --> 00:50:19.000]  在第22章裏面
[00:50:19.000 --> 00:50:22.000]  耶穌答了當時的人
[00:50:22.000 --> 00:50:24.000]  除了他們是錯了
[00:50:24.000 --> 00:50:27.000]  因為他們不認識聖經之外
[00:50:27.000 --> 00:50:28.000]  即是不認識神的道
[00:50:28.000 --> 00:50:31.000]  還有第二句是什麼
[00:50:31.000 --> 00:50:35.000]  他們不認識神是誰
[00:50:35.000 --> 00:50:36.000]  所以在第32節
[00:50:36.000 --> 00:50:39.000]  22章32節耶穌這樣說
[00:50:39.000 --> 00:50:42.000]  神這位是什麼神
[00:50:42.000 --> 00:50:44.000]  不是死人的神
[00:50:44.000 --> 00:50:47.000]  是一位活的神
[00:50:47.000 --> 00:50:49.000]  這位神在過去的歷史
[00:50:49.000 --> 00:50:51.000]  帶領過三個你們都熟悉的人
[00:50:51.000 --> 00:50:53.000]  阿伯拉罕
[00:50:53.000 --> 00:50:54.000]  以撒
[00:50:54.000 --> 00:50:55.000]  雅各
[00:50:55.000 --> 00:50:57.000]  你們都認識的
[00:50:57.000 --> 00:51:01.000]  而他們都是同樣跟隨著
[00:51:01.000 --> 00:51:07.000]  上帝的心思意念而活的典型例子
[00:51:07.000 --> 00:51:12.000]  所以這一個教導
[00:51:12.000 --> 00:51:14.000]  另一個重要的訊息
[00:51:14.000 --> 00:51:17.000]  就是告訴我們
[00:51:17.000 --> 00:51:20.000]  我們是不是了解上帝的心
[00:51:20.000 --> 00:51:22.000]  在這個過程當中
[00:51:22.000 --> 00:51:27.000]  稀奇這些說話這些教訓
[00:51:27.000 --> 00:51:32.000]  是促使我們更明白上帝是怎樣
[00:51:32.000 --> 00:51:37.000]  我給你一個例子
[00:51:37.000 --> 00:51:39.000]  大家拍過拖了
[00:51:39.000 --> 00:51:41.000]  結了婚那些
[00:51:41.000 --> 00:51:43.000]  拍過拖那些都會明白
[00:51:43.000 --> 00:51:46.000]  甚至家人都是
[00:51:46.000 --> 00:51:52.000]  如果你是跟那個人想建立關係的時候
[00:51:52.000 --> 00:51:57.000]  他說什麼你都會將他很細心地聽下來
[00:51:57.000 --> 00:51:59.000]  有沒有留意
[00:51:59.000 --> 00:52:03.000]  然後你就在聽了他的說話之後
[00:52:03.000 --> 00:52:07.000]  你就嘗試去了解他是喜歡什麼
[00:52:07.000 --> 00:52:09.000]  不喜歡什麼
[00:52:09.000 --> 00:52:10.000]  對不對
[00:52:10.000 --> 00:52:15.000]  如果你聽到他一些講話之後
[00:52:15.000 --> 00:52:19.000]  你根本沒有心去聽他的說話的時候
[00:52:19.000 --> 00:52:21.000]  你根本就
[00:52:21.000 --> 00:52:25.000]  反映出你根本不會跟這個人想建立關係
[00:52:25.000 --> 00:52:27.000]  譬如最簡單
[00:52:27.000 --> 00:52:28.000]  做個例子
[00:52:28.000 --> 00:52:30.000]  譬如你拍拖
[00:52:30.000 --> 00:52:32.000]  原來你的配偶
[00:52:32.000 --> 00:52:35.000]  他告訴你他不喜歡吃蔥的
[00:52:35.000 --> 00:52:38.000]  你一直記住
[00:52:38.000 --> 00:52:39.000]  每次用一些東西
[00:52:39.000 --> 00:52:40.000]  弄些東西的時候
[00:52:40.000 --> 00:52:41.000]  買東西吃的時候
[00:52:41.000 --> 00:52:43.000]  你就會故意
[00:52:43.000 --> 00:52:45.000]  那些東西一定會放蔥
[00:52:45.000 --> 00:52:46.000]  不過放少一點
[00:52:46.000 --> 00:52:48.000]  或者最好不要放
[00:52:48.000 --> 00:52:50.000]  是代表什麼
[00:52:50.000 --> 00:52:52.000]  你關心那個人
[00:52:52.000 --> 00:52:53.000]  你想跟他建立關係
[00:52:53.000 --> 00:52:57.000]  如果那個人根本就不聽你說的話
[00:52:57.000 --> 00:52:58.000]  不過那個人又經常告訴你
[00:52:58.000 --> 00:52:59.000]  我很了解你的
[00:52:59.000 --> 00:53:03.000]  我很認識你的
[00:53:03.000 --> 00:53:05.000]  那你告訴我那個人是不是想跟你建立關係
[00:53:05.000 --> 00:53:07.000]  是不是真的認識你
[00:53:07.000 --> 00:53:10.000]  又不想聽你說話
[00:53:10.000 --> 00:53:13.000]  你自己回答
[00:53:13.000 --> 00:53:16.000]  不過用同樣的例子
[00:53:16.000 --> 00:53:18.000]  來講到我們跟上帝之間的關係
[00:53:18.000 --> 00:53:22.000]  因為我們喜歡聽上帝的話
[00:53:22.000 --> 00:53:27.000]  是由於我們想與上帝重新建立一個
[00:53:27.000 --> 00:53:30.000]  與他的正常關係
[00:53:30.000 --> 00:53:32.000]  上帝現在提供了一條路徑
[00:53:32.000 --> 00:53:34.000]  所以我們就很雀躍地到去
[00:53:34.000 --> 00:53:36.000]  會聽見他的說話
[00:53:36.000 --> 00:53:40.000]  就會稀奇地每天都想聽多一點
[00:53:40.000 --> 00:53:41.000]  想知道一些新的
[00:53:41.000 --> 00:53:45.000]  這位上帝他的屬性是怎麼樣
[00:53:45.000 --> 00:53:46.000]  大英姊妹
[00:53:46.000 --> 00:53:48.000]  你是不是這樣的性情呢
[00:53:48.000 --> 00:53:51.000]  還是你每天最好不要讀聖經
[00:53:51.000 --> 00:53:53.000]  不過要讀的都讀一下
[00:53:53.000 --> 00:53:55.000]  讀了之後又覺得很睏
[00:53:55.000 --> 00:53:57.000]  睡得很好
[00:53:57.000 --> 00:53:59.000]  有時候有些大英姊妹跟我說
[00:53:59.000 --> 00:54:00.000]  有些信徒
[00:54:00.000 --> 00:54:01.000]  不要說大英姊妹
[00:54:01.000 --> 00:54:02.000]  她跟我說
[00:54:02.000 --> 00:54:03.000]  牧師啊
[00:54:03.000 --> 00:54:05.000]  我一讀聖經就很睏
[00:54:05.000 --> 00:54:08.000]  你其實在告訴我
[00:54:08.000 --> 00:54:09.000]  你根本就不想信主
[00:54:09.000 --> 00:54:11.000]  你不想認識上帝
[00:54:11.000 --> 00:54:13.000]  你試一下你喜歡的那個女孩子
[00:54:13.000 --> 00:54:14.000]  你喜歡的那個男孩子
[00:54:14.000 --> 00:54:15.000]  你不睡
[00:54:15.000 --> 00:54:18.000]  用牙籤撐著眼皮你都要聽
[00:54:18.000 --> 00:54:20.000]  對不對
[00:54:20.000 --> 00:54:21.000]  是不是啊 惠東
[00:54:21.000 --> 00:54:26.000]  大英姊妹
[00:54:26.000 --> 00:54:28.000]  最後一樣東西
[00:54:28.000 --> 00:54:32.000]  稀奇其實是要告訴我
[00:54:32.000 --> 00:54:35.000]  一個很重要的神學
[00:54:35.000 --> 00:54:38.000]  保羅就說了出來
[00:54:38.000 --> 00:54:41.000]  保羅告訴我們
[00:54:41.000 --> 00:54:43.000]  我們要怎麼樣
[00:54:43.000 --> 00:54:45.000]  每一天
[00:54:45.000 --> 00:54:49.000]  心意更新而變化
[00:54:49.000 --> 00:54:53.000]  察現神的
[00:54:53.000 --> 00:54:54.000]  善良
[00:54:54.000 --> 00:54:56.000]  順傳
[00:54:56.000 --> 00:54:57.000]  可喜悅的旨意
[00:54:57.000 --> 00:54:59.000]  這是和合本的翻譯
[00:54:59.000 --> 00:55:01.000]  我不想用我的翻譯了
[00:55:01.000 --> 00:55:04.000]  我用大家熟悉的翻譯
[00:55:04.000 --> 00:55:11.000]  什麼叫做心意更新而變化
[00:55:11.000 --> 00:55:13.000]  你每一天都覺得
[00:55:13.000 --> 00:55:15.000]  和上帝有一些新的發展
[00:55:15.000 --> 00:55:18.000]  新的認識
[00:55:18.000 --> 00:55:20.000]  原來上帝是這樣的性情
[00:55:20.000 --> 00:55:24.000]  原來上帝是這樣的做法
[00:55:24.000 --> 00:55:26.000]  信徒是應該這樣
[00:55:26.000 --> 00:55:29.000]  而每一次當你發現到神的
[00:55:29.000 --> 00:55:31.000]  一些新的屬性的時候
[00:55:31.000 --> 00:55:33.000]  你就會有一種
[00:55:33.000 --> 00:55:38.000]  稀奇的喜悅會出來
[00:55:38.000 --> 00:55:39.000]  你知不知道
[00:55:39.000 --> 00:55:44.000]  以前我曾經想過做一個行業
[00:55:44.000 --> 00:55:49.000]  叫做考古學
[00:55:49.000 --> 00:55:52.000]  考古學有什麼特色呢
[00:55:52.000 --> 00:55:54.000]  考古學其實
[00:55:54.000 --> 00:55:56.000]  當然要讀很多書
[00:55:56.000 --> 00:55:59.000]  不是只拿掃和鏟子
[00:55:59.000 --> 00:56:01.000]  就叫做考古
[00:56:01.000 --> 00:56:03.000]  我最初也以為是
[00:56:03.000 --> 00:56:04.000]  2000年的時候
[00:56:04.000 --> 00:56:07.000]  我親身去到拿撒拿城
[00:56:07.000 --> 00:56:09.000]  看那些人做考古
[00:56:09.000 --> 00:56:12.000]  我看他們很辛苦
[00:56:12.000 --> 00:56:13.000]  日曬雨淋
[00:56:13.000 --> 00:56:14.000]  那裡沒有雨傘沒有雨傘
[00:56:14.000 --> 00:56:15.000]  他們搭了一個屏障
[00:56:15.000 --> 00:56:17.000]  但我說這裡很熱
[00:56:17.000 --> 00:56:19.000]  怎麼受得了
[00:56:19.000 --> 00:56:21.000]  他們說這裡不錯
[00:56:21.000 --> 00:56:24.000]  我說很熱
[00:56:24.000 --> 00:56:28.000]  我說很熱 我快點走 很熱
[00:56:28.000 --> 00:56:29.000]  接著他說
[00:56:29.000 --> 00:56:31.000]  不是很舒服 可以的
[00:56:31.000 --> 00:56:34.000]  很細心在那裡掃一下掃一下掃一下
[00:56:34.000 --> 00:56:36.000]  掃一下又看掃一下又看
[00:56:36.000 --> 00:56:38.000]  我說有什麼好看的
[00:56:38.000 --> 00:56:39.000]  我就站在那裡
[00:56:39.000 --> 00:56:41.000]  我很喜歡看別人做東西的
[00:56:41.000 --> 00:56:42.000]  他說你看看
[00:56:42.000 --> 00:56:45.000]  這塊石是文童的
[00:56:45.000 --> 00:56:48.000]  立刻拿相機拍
[00:56:48.000 --> 00:56:50.000]  丁姐妹
[00:56:50.000 --> 00:56:53.000]  他的樂趣在哪裡
[00:56:53.000 --> 00:56:55.000]  因為他發覺在這個地方
[00:56:55.000 --> 00:56:56.000]  經過這個考古學
[00:56:56.000 --> 00:56:58.000]  他又知道多少些東西
[00:56:58.000 --> 00:57:00.000]  他以前不知道
[00:57:00.000 --> 00:57:02.000]  跟人建立的關係都是這樣的
[00:57:02.000 --> 00:57:04.000]  你怎樣跟一個人建立一個關係
[00:57:04.000 --> 00:57:05.000]  如果我認識了這個人的性情
[00:57:05.000 --> 00:57:07.000]  你根本不需要跟這個人建立關係
[00:57:07.000 --> 00:57:09.000]  你都認識了
[00:57:09.000 --> 00:57:11.000]  你就因為每一天發現
[00:57:11.000 --> 00:57:14.000]  發掘到這個人跟你過去認識
[00:57:14.000 --> 00:57:17.000]  有些東西你是不知道的
[00:57:17.000 --> 00:57:19.000]  那你就有興趣
[00:57:19.000 --> 00:57:21.000]  有稀奇的喜樂
[00:57:21.000 --> 00:57:23.000]  你就繼續找下去
[00:57:23.000 --> 00:57:25.000]  拍拖如是
[00:57:25.000 --> 00:57:28.000]  跟朋友的關係如是
[00:57:28.000 --> 00:57:30.000]  原來他跟朋友出去
[00:57:30.000 --> 00:57:31.000]  這個朋友
[00:57:31.000 --> 00:57:34.000]  原來他不喜歡坐電車的
[00:57:34.000 --> 00:57:37.000]  喜歡坐汽車的
[00:57:37.000 --> 00:57:38.000]  你就要知道
[00:57:38.000 --> 00:57:39.000]  你走得了他
[00:57:39.000 --> 00:57:40.000]  你就先好跟他去
[00:57:40.000 --> 00:57:41.000]  要不然呢
[00:57:41.000 --> 00:57:44.000]  你要便宜他坐電車
[00:57:44.000 --> 00:57:46.000]  你不要跟他去了
[00:57:46.000 --> 00:57:47.000]  不是啊
[00:57:47.000 --> 00:57:48.000]  這個朋友跟我很合得來的
[00:57:48.000 --> 00:57:49.000]  坐電車又可以
[00:57:49.000 --> 00:57:50.000]  走路都可以的
[00:57:50.000 --> 00:57:53.000]  原來他這樣的性情
[00:57:53.000 --> 00:57:54.000]  又進一步了
[00:57:54.000 --> 00:57:56.000]  你跟他關係又熟絡一點
[00:57:56.000 --> 00:57:57.000]  明不明白
[00:57:57.000 --> 00:58:00.000]  跟上帝關係都一樣
