
[00:00:00.000 --> 00:00:01.960]  一連三堂的系列
[00:29:12.000 --> 00:29:13.000]  教會
[00:29:13.000 --> 00:29:14.000]  原來是
[00:29:14.000 --> 00:29:16.000]  真是這個世界唯一的盼望
[00:29:16.000 --> 00:29:17.000]  而且不單止
[00:29:17.000 --> 00:29:18.000]  他還說
[00:29:18.000 --> 00:29:19.000]  教會
[00:29:19.000 --> 00:29:21.000]  是建立在盆石上
[00:29:21.000 --> 00:29:23.000]  是陰間死亡的門
[00:29:23.000 --> 00:29:25.000]  都不能勝過
[00:29:25.000 --> 00:29:26.000]  你知道教會
[00:29:26.000 --> 00:29:27.000]  從建立到現在
[00:29:27.000 --> 00:29:28.000]  超過兩千年
[00:29:28.000 --> 00:29:30.000]  從十二個人開始
[00:29:30.000 --> 00:29:32.000]  到今天超過十億的基督徒
[00:29:32.000 --> 00:29:36.000]  這個世界沒有任何一個帝國
[00:29:36.000 --> 00:29:37.000]  任何一個朝代
[00:29:37.000 --> 00:29:38.000]  比這個更長
[00:29:38.000 --> 00:29:40.000]  中國最長的朝代
[00:29:40.000 --> 00:29:41.000]  周朝
[00:29:41.000 --> 00:29:43.000]  好像八百二十五年
[00:29:43.000 --> 00:29:46.000]  都勝不過死亡
[00:29:46.000 --> 00:29:47.000]  都是某一代君王
[00:29:47.000 --> 00:29:49.000]  明治的君王死了之後
[00:29:49.000 --> 00:29:50.000]  就改朝換代
[00:29:50.000 --> 00:29:52.000]  所有帝國都是這樣
[00:29:52.000 --> 00:29:54.000]  他延續
[00:29:54.000 --> 00:29:56.000]  一直延續
[00:29:56.000 --> 00:29:58.000]  延到某一代君王死了就沒有了
[00:29:58.000 --> 00:29:59.000]  所以勝不過
[00:29:59.000 --> 00:30:01.000]  陰間死亡的權柄
[00:30:01.000 --> 00:30:03.000]  唯有教會兩千年到現在
[00:30:03.000 --> 00:30:05.000]  不單止
[00:30:05.000 --> 00:30:07.000]  不單止沒有人克服到他
[00:30:07.000 --> 00:30:09.000]  他是在征服整個世界
[00:30:09.000 --> 00:30:12.000]  征服了當年的羅馬帝國
[00:30:12.000 --> 00:30:14.000]  不斷征服後來的愛邦帝國
[00:30:14.000 --> 00:30:16.000]  到今天
[00:30:16.000 --> 00:30:17.000]  也在美國
[00:30:17.000 --> 00:30:18.000]  也有很多基督徒
[00:30:18.000 --> 00:30:20.000]  今天甚至在中國大陸
[00:30:20.000 --> 00:30:21.000]  也有很多基督徒
[00:30:21.000 --> 00:30:23.000]  今天世界各地也有很多基督徒
[00:30:23.000 --> 00:30:25.000]  所以反而是教會
[00:30:25.000 --> 00:30:27.000]  不能夠被陰間的權柄所勝過
[00:30:27.000 --> 00:30:29.000]  這是我們唯一的盼望
[00:30:29.000 --> 00:30:31.000]  所以神就將這個計劃
[00:30:31.000 --> 00:30:33.000]  透過馬太福音
[00:30:33.000 --> 00:30:34.000]  透過主耶穌
[00:30:34.000 --> 00:30:35.000]  告訴我們
[00:30:35.000 --> 00:30:37.000]  舊約的人不明白
[00:30:37.000 --> 00:30:38.000]  猶太人當時也不明白
[00:30:38.000 --> 00:30:40.000]  以為不斷在想
[00:30:40.000 --> 00:30:41.000]  這個世界所有的問題
[00:30:41.000 --> 00:30:42.000]  就是政權的問題
[00:30:42.000 --> 00:30:43.000]  解決它就解決
[00:30:43.000 --> 00:30:44.000]  主耶穌來到
[00:30:44.000 --> 00:30:45.000]  讓他們看到
[00:30:45.000 --> 00:30:46.000]  不是的
[00:30:46.000 --> 00:30:47.000]  這個問題是我
[00:30:47.000 --> 00:30:49.000]  我才是問題
[00:30:49.000 --> 00:30:51.000]  如果我沒辦法改變
[00:30:51.000 --> 00:30:53.000]  這個世界就沒辦法改變
[00:30:53.000 --> 00:30:55.000]  所以教會
[00:30:55.000 --> 00:30:57.000]  是這個世上唯一的盼望
[00:30:57.000 --> 00:30:58.000]  神就設立了教會
[00:30:58.000 --> 00:31:00.000]  唯有透過教會傳講的福音
[00:31:00.000 --> 00:31:02.000]  我們在教會裡成長
[00:31:02.000 --> 00:31:04.000]  你才看到生命的轉化
[00:31:04.000 --> 00:31:06.000]  唯有生命被轉化
[00:31:06.000 --> 00:31:08.000]  這個社會才真正可以被轉化
[00:31:08.000 --> 00:31:10.000]  沒有任何一個的果子
[00:31:10.000 --> 00:31:12.000]  沒有任何一個的果子
[00:31:12.000 --> 00:31:14.000]  是可以靠立法
[00:31:14.000 --> 00:31:16.000]  來禁止就能生產
[00:31:16.000 --> 00:31:18.000]  這個完全是聖靈的工作
[00:31:18.000 --> 00:31:20.000]  而聖靈是透過福音才會來
[00:31:20.000 --> 00:31:22.000]  所以讓我們真的來到
[00:31:22.000 --> 00:31:24.000]  作為基督徒
[00:31:24.000 --> 00:31:26.000]  我們真的要相信
[00:31:26.000 --> 00:31:27.000]  相信教會
[00:31:27.000 --> 00:31:29.000]  神是很祝福教會
[00:31:29.000 --> 00:31:31.000]  神是非常體重教會
[00:31:31.000 --> 00:31:32.000]  我相信主耶穌
[00:31:32.000 --> 00:31:34.000]  也是所有的時間精力
[00:31:34.000 --> 00:31:36.000]  都是在照顧教會的工作
[00:31:36.000 --> 00:31:38.000]  祂把所有的盼望放在教會裡
[00:31:38.000 --> 00:31:40.000]  教會也成為這個世界唯一的盼望
[00:31:40.000 --> 00:31:42.000]  而我和你聚集成為
[00:31:42.000 --> 00:31:43.000]  這間教會
[00:31:43.000 --> 00:31:44.000]  我們就有責任
[00:31:44.000 --> 00:31:46.000]  來做一個基督徒
[00:31:46.000 --> 00:31:48.000]  一個門徒應該做的事
[00:31:48.000 --> 00:31:50.000]  就是衷心將這個福音傳講
[00:31:50.000 --> 00:31:52.000]  然後改變這個世界
[00:31:52.000 --> 00:31:54.000]  卓科神出獄之後
[00:31:54.000 --> 00:31:56.000]  他沒有選擇重新從政
[00:31:56.000 --> 00:31:58.000]  反而他建立了一個機構
[00:31:58.000 --> 00:32:00.000]  叫Prison Fellowship International
[00:32:00.000 --> 00:32:02.000]  這個機構是專門
[00:32:02.000 --> 00:32:04.000]  去探監犯的
[00:32:04.000 --> 00:32:06.000]  做監犯的福音工作
[00:32:06.000 --> 00:32:08.000]  結果就做了
[00:32:08.000 --> 00:32:10.000]  非常非常好的見證
[00:32:10.000 --> 00:32:12.000]  因為每到他探訪監獄
[00:32:12.000 --> 00:32:13.000]  人們信主之後
[00:32:13.000 --> 00:32:15.000]  整個監獄的文化就改變
[00:32:15.000 --> 00:32:17.000]  你知道美國監獄不容易管的
[00:32:17.000 --> 00:32:18.000]  就是和獄警打架
[00:32:18.000 --> 00:32:19.000]  各種的事
[00:32:19.000 --> 00:32:20.000]  但是你發覺
[00:32:20.000 --> 00:32:23.000]  自從有了Prison Fellowship International之後
[00:32:23.000 --> 00:32:25.000]  整個監獄的文化改變
[00:32:25.000 --> 00:32:27.000]  所以在他們最盛行的時候
[00:32:27.000 --> 00:32:29.000]  在美國有好幾個州
[00:32:29.000 --> 00:32:31.000]  都直接和Prison Fellowship說
[00:32:31.000 --> 00:32:33.000]  不如你可不可以幫我們
[00:32:33.000 --> 00:32:35.000]  直接接管我們整個州的監獄
[00:32:35.000 --> 00:32:37.000]  因為我們花更多的錢
[00:32:37.000 --> 00:32:39.000]  都估不到像你這樣
[00:32:39.000 --> 00:32:41.000]  你們Prison Fellowship進來之後
[00:32:41.000 --> 00:32:43.000]  發覺整個監獄的人都不同了
[00:32:43.000 --> 00:32:45.000]  那時候發覺原來這個
[00:32:45.000 --> 00:32:46.000]  真的很棒
[00:32:46.000 --> 00:32:47.000]  我們花更多的錢
[00:32:47.000 --> 00:32:48.000]  更好的管理
[00:32:48.000 --> 00:32:50.000]  都估不到這樣的效果出來
[00:32:50.000 --> 00:32:52.000]  不如你們直接來
[00:32:52.000 --> 00:32:54.000]  接管我們這個監獄算了
[00:32:54.000 --> 00:32:56.000]  因為你們的管理實在太厲害
[00:32:56.000 --> 00:32:58.000]  因為福音的管理
[00:32:58.000 --> 00:33:00.000]  和其他任何一種的管理
[00:33:00.000 --> 00:33:02.000]  都無法比較
[00:33:02.000 --> 00:33:03.000]  福音進來的時候
[00:33:03.000 --> 00:33:05.000]  人是從裡面改出來
[00:33:05.000 --> 00:33:07.000]  不是因為律法
[00:33:07.000 --> 00:33:08.000]  是從裡面改出來
[00:33:08.000 --> 00:33:10.000]  你不需要立法規定
[00:33:10.000 --> 00:33:12.000]  我每年回去探望爸爸媽媽一次
[00:33:12.000 --> 00:33:13.000]  我心裡面覺得
[00:33:13.000 --> 00:33:15.000]  我想要尊敬他們
[00:33:15.000 --> 00:33:16.000]  我想要孝順他們
[00:33:16.000 --> 00:33:18.000]  我應該愛我的父母
[00:33:18.000 --> 00:33:19.000]  應該尊敬長輩
[00:33:19.000 --> 00:33:21.000]  這個不是律法規定
[00:33:21.000 --> 00:33:22.000]  是你想要這樣做
[00:33:22.000 --> 00:33:23.000]  因為聖靈進來的時候
[00:33:23.000 --> 00:33:25.000]  你發覺我變得不一樣
[00:33:27.000 --> 00:33:29.000]  我比較懂得尊重我的配偶
[00:33:29.000 --> 00:33:31.000]  我懂得對我的配偶忠心
[00:33:31.000 --> 00:33:33.000]  不是因為法律規定
[00:33:33.000 --> 00:33:35.000]  是因為我知道
[00:33:35.000 --> 00:33:36.000]  我的生命就是這樣
[00:33:36.000 --> 00:33:37.000]  長出來就是這樣
[00:33:37.000 --> 00:33:39.000]  所以在這個
[00:33:39.000 --> 00:33:41.000]  以前和大家分享過
[00:33:41.000 --> 00:33:43.000]  Star Daily的見證
[00:33:43.000 --> 00:33:44.000]  也是其中一個
[00:33:44.000 --> 00:33:46.000]  很powerful的見證
[00:33:46.000 --> 00:33:47.000]  從小到大
[00:33:47.000 --> 00:33:48.000]  從小到大
[00:33:48.000 --> 00:33:50.000]  都被爸爸媽媽虐待大
[00:33:50.000 --> 00:33:52.000]  爸爸喝酒回去就打他
[00:33:52.000 --> 00:33:53.000]  從小到大
[00:33:53.000 --> 00:33:54.000]  未經歷過任何的愛
[00:33:54.000 --> 00:33:55.000]  從小到大
[00:33:55.000 --> 00:33:57.000]  都立志成為一個
[00:33:57.000 --> 00:33:59.000]  成為一個黑社會
[00:33:59.000 --> 00:34:01.000]  很兇惡的罪犯
[00:34:01.000 --> 00:34:02.000]  然後就專心鑽研
[00:34:02.000 --> 00:34:05.000]  怎樣去開銀行的保險箱
[00:34:05.000 --> 00:34:06.000]  聽說他是全美國
[00:34:06.000 --> 00:34:09.000]  開保險箱開得最快的一個
[00:34:09.000 --> 00:34:12.000]  當年他自己boast
[00:34:12.000 --> 00:34:14.000]  他說美國任何一家銀行的保險箱
[00:34:14.000 --> 00:34:15.000]  他都開得到
[00:34:15.000 --> 00:34:19.000]  所以搶劫了很多銀行的保險箱
[00:34:19.000 --> 00:34:20.000]  然後就被人抓去判監
[00:34:20.000 --> 00:34:21.000]  判監進去之後
[00:34:21.000 --> 00:34:22.000]  都死性不改
[00:34:22.000 --> 00:34:23.000]  仍然這麼暴力
[00:34:23.000 --> 00:34:25.000]  跟獄警打架
[00:34:25.000 --> 00:34:27.000]  連獄警都受不了
[00:34:27.000 --> 00:34:32.000]  於是就把他隔離關閉
[00:34:32.000 --> 00:34:34.000]  然後就為了專門虐待他
[00:34:34.000 --> 00:34:36.000]  就全時間把他的手吊起來
[00:34:36.000 --> 00:34:37.000]  不讓他動
[00:34:37.000 --> 00:34:38.000]  除了吃飯的時間
[00:34:38.000 --> 00:34:39.000]  不讓他放他下來
[00:34:39.000 --> 00:34:40.000]  然後關了幾天之後
[00:34:40.000 --> 00:34:42.000]  他就快pass out了
[00:34:42.000 --> 00:34:44.000]  有一次放他下來吃飯的時候
[00:34:44.000 --> 00:34:45.000]  他就collapse
[00:34:45.000 --> 00:34:46.000]  collapse的時候
[00:34:46.000 --> 00:34:49.000]  他突然間看到主耶穌向他顯現
[00:34:49.000 --> 00:34:51.000]  主耶穌的眼睛看著他
[00:34:51.000 --> 00:34:57.000]  他說這一生人從來沒有見過
[00:34:57.000 --> 00:34:59.000]  一個人的眼睛裡面
[00:34:59.000 --> 00:35:01.000]  是這麼充滿愛的
[00:35:01.000 --> 00:35:03.000]  他說那種愛一進到他眼裡
[00:35:03.000 --> 00:35:06.000]  將他這一生人所有受過的委屈
[00:35:06.000 --> 00:35:10.000]  虐待 憤怒 憤恨 苦獨不平
[00:35:10.000 --> 00:35:14.000]  全部從心裡面馬上流走
[00:35:14.000 --> 00:35:17.000]  然後有一種暖暖的愛從裡面進來
[00:35:17.000 --> 00:35:20.000]  他說因為這一生人沒有經歷過愛
[00:35:20.000 --> 00:35:23.000]  第一次看到主耶穌的眼神是這麼慈愛
[00:35:23.000 --> 00:35:25.000]  他說從那天開始
[00:35:25.000 --> 00:35:27.000]  他突然間變了另外一個人
[00:35:27.000 --> 00:35:28.000]  那些獄警都覺得奇怪
[00:35:28.000 --> 00:35:31.000]  這個人突然間變得這麼有禮貌
[00:35:31.000 --> 00:35:32.000]  Excuse me
[00:35:32.000 --> 00:35:34.000]  Can I have a water
[00:35:34.000 --> 00:35:37.000]  以前不是這樣的
[00:35:37.000 --> 00:35:39.000]  然後一開始都以為他那麼鬼賊
[00:35:39.000 --> 00:35:41.000]  是不是有什麼點子
[00:35:41.000 --> 00:35:42.000]  後來發覺不是
[00:35:42.000 --> 00:35:44.000]  因為長時間發覺這個人真的變了
[00:35:44.000 --> 00:35:47.000]  從此變了一個非常有禮貌
[00:35:47.000 --> 00:35:49.000]  非常懂得尊重 溫柔
[00:35:49.000 --> 00:35:51.000]  喜樂的一個人
[00:35:51.000 --> 00:35:55.000]  後來成為神很重用的一個傳道人
[00:35:55.000 --> 00:35:58.000]  你回去看Star Daily的講章
[00:35:58.000 --> 00:36:03.000]  文學程度一點都不差過CS Lewis
[00:36:03.000 --> 00:36:04.000]  雖然他沒有讀過書
[00:36:04.000 --> 00:36:07.000]  所以是因此從神而來
[00:36:07.000 --> 00:36:08.000]  很Amazing
[00:36:08.000 --> 00:36:10.000]  你看到福音就是這樣
[00:36:10.000 --> 00:36:13.000]  當你知道原來這一位
[00:36:13.000 --> 00:36:16.000]  你知道剛剛那段聖經主耶穌是這麼說的
[00:36:16.000 --> 00:36:20.000]  主耶穌說人說人子是誰
[00:36:20.000 --> 00:36:22.000]  當主耶穌說人子的時候
[00:36:22.000 --> 00:36:23.000]  他的重點是放在
[00:36:23.000 --> 00:36:25.000]  你所看到的這個人
[00:36:25.000 --> 00:36:27.000]  他是完全的人性
[00:36:27.000 --> 00:36:29.000]  你看到他有血有肉
[00:36:29.000 --> 00:36:30.000]  你可以摸到他
[00:36:30.000 --> 00:36:32.000]  你看到我了
[00:36:32.000 --> 00:36:33.000]  我人子是誰
[00:36:33.000 --> 00:36:35.000]  但彼得居然說你是基督
[00:36:35.000 --> 00:36:37.000]  是永生神的兒子
[00:36:37.000 --> 00:36:39.000]  意思就是說
[00:36:39.000 --> 00:36:41.000]  耶穌說你覺得人子
[00:36:41.000 --> 00:36:42.000]  Son of man
[00:36:42.000 --> 00:36:43.000]  是誰
[00:36:43.000 --> 00:36:44.000]  彼得的回答是
[00:36:44.000 --> 00:36:46.000]  You are son of God
[00:36:46.000 --> 00:36:48.000]  你是神
[00:36:48.000 --> 00:36:51.000]  當你知道主耶穌降世
[00:36:51.000 --> 00:36:53.000]  原來是神降世
[00:36:53.000 --> 00:36:55.000]  是那位創造天地的神
[00:36:55.000 --> 00:36:56.000]  原來降世
[00:36:56.000 --> 00:36:58.000]  居然他降世的時候
[00:36:58.000 --> 00:37:00.000]  是Give up all power
[00:37:00.000 --> 00:37:04.000]  最後信服於神
[00:37:04.000 --> 00:37:06.000]  以至於死在十架上
[00:37:06.000 --> 00:37:08.000]  你就知道那種愛的power
[00:37:08.000 --> 00:37:09.000]  可以有多大
[00:37:09.000 --> 00:37:12.000]  同一段聖經說了人神異性
[00:37:12.000 --> 00:37:15.000]  主耶穌說人子同時也是神子
[00:37:15.000 --> 00:37:16.000]  最近教義一七
[00:37:16.000 --> 00:37:18.000]  所以讀得多神學的詞
[00:37:18.000 --> 00:37:20.000]  神人異性很重要
[00:37:20.000 --> 00:37:21.000]  當你突然
[00:37:21.000 --> 00:37:22.000]  那個moment你發覺
[00:37:22.000 --> 00:37:24.000]  不是任何人可以指示你
[00:37:24.000 --> 00:37:26.000]  所以主耶穌說你是有福的
[00:37:26.000 --> 00:37:28.000]  因為這個不是從人來教你
[00:37:28.000 --> 00:37:31.000]  是天上的父親親自啟示你
[00:37:31.000 --> 00:37:33.000]  當你看到一個有血有肉的人
[00:37:33.000 --> 00:37:36.000]  你可以突然燈一聲覺得
[00:37:36.000 --> 00:37:38.000]  You are not just a human
[00:37:38.000 --> 00:37:39.000]  No way
[00:37:39.000 --> 00:37:41.000]  你是神子
[00:37:41.000 --> 00:37:43.000]  你是永生神的兒子
[00:37:43.000 --> 00:37:46.000]  這種看見絕對不是從人而來
[00:37:46.000 --> 00:37:49.000]  是神啟示給你
[00:37:49.000 --> 00:37:51.000]  當我們來到主耶穌面前
[00:37:51.000 --> 00:37:52.000]  你越來越認識
[00:37:52.000 --> 00:37:56.000]  他不是只是一個兩千年前存在過的人
[00:37:56.000 --> 00:37:58.000]  他是永生神的兒子
[00:37:58.000 --> 00:37:59.000]  他現在活著
[00:37:59.000 --> 00:38:01.000]  他曾經為你死過
[00:38:01.000 --> 00:38:02.000]  這種看見
[00:38:02.000 --> 00:38:03.000]  這種感動
[00:38:03.000 --> 00:38:04.000]  這種信心
[00:38:04.000 --> 00:38:06.000]  是神啟示給你
[00:38:06.000 --> 00:38:08.000]  當你有這種信心的時候
[00:38:08.000 --> 00:38:09.000]  你發覺是這種信心
[00:38:09.000 --> 00:38:11.000]  讓你的生命不斷成長
[00:38:11.000 --> 00:38:14.000]  發覺原來生命可以這樣成長
[00:38:14.000 --> 00:38:16.000]  生命是有盼望
[00:38:16.000 --> 00:38:20.000]  藉著永生神所建立的這間教會
[00:38:20.000 --> 00:38:22.000]  是這個世界唯一的盼望
[00:38:22.000 --> 00:38:23.000]  亦都是我和你
[00:38:23.000 --> 00:38:25.000]  如果想影響這個世界
[00:38:25.000 --> 00:38:26.000]  唯一的途徑
[00:38:26.000 --> 00:38:27.000]  透過教會
[00:38:27.000 --> 00:38:29.000]  透過福音的信息
[00:38:29.000 --> 00:38:31.000]  讓所有這些
[00:38:31.000 --> 00:38:34.000]  即使他的背景非常不好
[00:38:34.000 --> 00:38:36.000]  但只要主耶穌顯現
[00:38:36.000 --> 00:38:39.000]  讓他有那一瞬間
[00:38:39.000 --> 00:38:41.000]  Does Jesus Christ
[00:38:41.000 --> 00:38:43.000]  神子向我顯現
[00:38:43.000 --> 00:38:45.000]  原來他是愛我的
[00:38:45.000 --> 00:38:48.000]  這種福音信息進來的時候
[00:38:48.000 --> 00:38:50.000]  你發覺一個人的轉變
[00:38:50.000 --> 00:38:51.000]  可以180度轉變
[00:38:51.000 --> 00:38:53.000]  可以完全變成另一個人
[00:38:53.000 --> 00:38:55.000]  而這種轉化亦都是
[00:38:55.000 --> 00:38:57.000]  教會福音的信息
[00:38:57.000 --> 00:38:59.000]  所帶來最大的改變
[00:38:59.000 --> 00:39:01.000]  亦都希望我們在教會裏
[00:39:01.000 --> 00:39:03.000]  其實我們
[00:39:03.000 --> 00:39:06.000]  即使昨天的安信會議
[00:39:06.000 --> 00:39:09.000]  其實朱牧師都分享了很多心裡話
[00:39:09.000 --> 00:39:12.000]  我們教會其實經歷了很多的祝福
[00:39:12.000 --> 00:39:15.000]  但亦都有很遠的一條路要走
[00:39:15.000 --> 00:39:16.000]  因為直到有一天
[00:39:16.000 --> 00:39:18.000]  你真的經歷到神那種
[00:39:18.000 --> 00:39:20.000]  轉化的生命的力量
[00:39:20.000 --> 00:39:21.000]  在你的小組
[00:39:21.000 --> 00:39:22.000]  在你的茶經班
[00:39:22.000 --> 00:39:23.000]  在你的門訓裏面
[00:39:23.000 --> 00:39:25.000]  不然門訓如果變成一個program
[00:39:25.000 --> 00:39:27.000]  茶經班只是變成一個program
[00:39:27.000 --> 00:39:29.000]  live group只是過一過場
[00:39:29.000 --> 00:39:31.000]  只是一個tradition
[00:39:31.000 --> 00:39:33.000]  當一個習慣
[00:39:33.000 --> 00:39:34.000]  其實這個
[00:39:34.000 --> 00:39:36.000]  我們還未get到這個power
[00:39:36.000 --> 00:39:38.000]  有些人就放棄了
[00:39:38.000 --> 00:39:40.000]  反正信神都是這樣
[00:39:40.000 --> 00:39:42.000]  但我希望我們不要放棄
[00:39:42.000 --> 00:39:43.000]  我希望我們仍然懷著
[00:39:43.000 --> 00:39:47.000]  那種不渡黃河生不死的態度
[00:39:47.000 --> 00:39:49.000]  今年不work明年再來一次
[00:39:49.000 --> 00:39:51.000]  明年不work我再來一次
[00:39:51.000 --> 00:39:52.000]  我永遠都相信
[00:39:52.000 --> 00:39:53.000]  The Church
[00:39:53.000 --> 00:39:55.000]  主耶穌基督給我帶來的
[00:39:55.000 --> 00:39:56.000]  那種生命的轉化
[00:39:56.000 --> 00:39:57.000]  是我唯一的盼望
[00:39:57.000 --> 00:39:59.000]  亦都是這個世界唯一的盼望
[00:39:59.000 --> 00:40:00.000]  我首先作為基督徒
[00:40:00.000 --> 00:40:02.000]  要我先經歷到
[00:40:02.000 --> 00:40:04.000]  所以當你自己
[00:40:04.000 --> 00:40:06.000]  是很認真地說
[00:40:06.000 --> 00:40:07.000]  我不get到我不死心
[00:40:07.000 --> 00:40:09.000]  我一定要get到為止
[00:40:09.000 --> 00:40:11.000]  我一定要每一年都比上一年
[00:40:11.000 --> 00:40:12.000]  更加經歷到
[00:40:12.000 --> 00:40:15.000]  這種transformation的power
[00:40:15.000 --> 00:40:16.000]  otherwise
[00:40:16.000 --> 00:40:18.000]  我們就慢慢變老油條
[00:40:18.000 --> 00:40:19.000]  我們就覺得
[00:40:19.000 --> 00:40:20.000]  都是這樣了
[00:40:20.000 --> 00:40:21.000]  起呀起呀
[00:40:21.000 --> 00:40:22.000]  但我希望我們不是
[00:40:22.000 --> 00:40:23.000]  無論我們教會
[00:40:23.000 --> 00:40:25.000]  可能有很多不足的地方
[00:40:25.000 --> 00:40:26.000]  可能小組仍然有很多改進的地方
[00:40:26.000 --> 00:40:28.000]  但態度很重要
[00:40:28.000 --> 00:40:30.000]  就是你相不相信
[00:40:30.000 --> 00:40:31.000]  主耶穌建立教會
[00:40:31.000 --> 00:40:33.000]  是真的讓教會
[00:40:33.000 --> 00:40:35.000]  經歷到那種transformation power
[00:40:35.000 --> 00:40:37.000]  教會是不是真的主耶穌
[00:40:37.000 --> 00:40:38.000]  你相不相信
[00:40:38.000 --> 00:40:39.000]  主耶穌建立教會
[00:40:39.000 --> 00:40:41.000]  是這個世界唯一的盼望
[00:40:41.000 --> 00:40:44.000]  所以當他的感動來到你
[00:40:44.000 --> 00:40:46.000]  你知道人from time to time
[00:40:46.000 --> 00:40:47.000]  都有那種感動
[00:40:47.000 --> 00:40:48.000]  就是你的神
[00:40:48.000 --> 00:40:49.000]  好像啪啪你的肩膀
[00:40:49.000 --> 00:40:51.000]  It's time to commit
[00:40:51.000 --> 00:40:53.000]  to a local church
[00:40:53.000 --> 00:40:56.000]  然後dedicate your life
[00:40:56.000 --> 00:40:58.000]  當你收到這個calling的時候
[00:40:58.000 --> 00:41:00.000]  我希望你的回應
[00:41:00.000 --> 00:41:01.000]  不是跟神說
[00:41:01.000 --> 00:41:02.000]  Sorry 我太忙
[00:41:02.000 --> 00:41:05.000]  我仍然想將我所有的生命時間
[00:41:05.000 --> 00:41:06.000]  擺在我的事業
[00:41:06.000 --> 00:41:08.000]  我建立我的王國
[00:41:08.000 --> 00:41:10.000]  and build my own kingdom
[00:41:10.000 --> 00:41:11.000]  你那個kingdom
[00:41:11.000 --> 00:41:13.000]  是不會勝過死亡的
[00:41:13.000 --> 00:41:16.000]  也不知道什麼時候死
[00:41:16.000 --> 00:41:21.000]  教會是死亡都勝不過它
[00:41:21.000 --> 00:41:24.000]  所以get rid of your own kingdom
[00:41:24.000 --> 00:41:25.000]  來到神的國
[00:41:25.000 --> 00:41:27.000]  我願意將我的生命
[00:41:27.000 --> 00:41:30.000]  投放在這個唯一盼望的地方
[00:41:30.000 --> 00:41:31.000]  這個才是陰間勝不過的
[00:41:31.000 --> 00:41:33.000]  這個才是唯一的盼望
[00:41:33.000 --> 00:41:35.000]  希望我們接下來這一年
[00:41:35.000 --> 00:41:36.000]  無論你是小組也好
[00:41:36.000 --> 00:41:37.000]  門訓也好
[00:41:37.000 --> 00:41:39.000]  無論你今年可能很frustrated
[00:41:39.000 --> 00:41:41.000]  有多挫敗也好
[00:41:41.000 --> 00:41:42.000]  我希望你的態度
[00:41:42.000 --> 00:41:44.000]  至少是你仍然相信
[00:41:44.000 --> 00:41:45.000]  今年不行
[00:41:45.000 --> 00:41:46.000]  明年我再試過
[00:41:46.000 --> 00:41:47.000]  我仍然來到神面前
[00:41:47.000 --> 00:41:48.000]  我仍然相信
[00:41:48.000 --> 00:41:50.000]  主耶穌建立教會
[00:41:50.000 --> 00:41:52.000]  是要我們經歷那種transformation power
[00:41:52.000 --> 00:41:55.000]  我們是可以經歷更多的
[00:41:55.000 --> 00:41:56.000]  我們一起努力
[00:41:56.000 --> 00:41:57.000]  做好我們的小組
[00:41:57.000 --> 00:41:58.000]  做好我們的門訓
[00:41:58.000 --> 00:42:00.000]  不是當一個program來做
[00:42:00.000 --> 00:42:02.000]  是當一個真正的神建立教會
[00:42:02.000 --> 00:42:04.000]  是唯一的盼望
[00:42:04.000 --> 00:42:06.000]  這樣的信念來做
[00:42:06.000 --> 00:42:07.000]  我們一起祈禱
[00:42:07.000 --> 00:42:08.000]  主佑我們天上的福利
[00:42:08.000 --> 00:42:09.000]  多謝祢
[00:42:09.000 --> 00:42:10.000]  因為祢建立教會
[00:42:10.000 --> 00:42:11.000]  是讓我們知道
[00:42:11.000 --> 00:42:15.000]  我們教會才是這個世上唯一的盼望
[00:42:15.000 --> 00:42:17.000]  讓我們來到祢的面前
[00:42:17.000 --> 00:42:18.000]  讓我們重新的立志
[00:42:18.000 --> 00:42:20.000]  將我們的一生
[00:42:20.000 --> 00:42:21.000]  真的獻在祢手中
[00:42:21.000 --> 00:42:23.000]  因為祢也獻上了祢的一生
[00:42:23.000 --> 00:42:24.000]  在我們身上
[00:42:24.000 --> 00:42:26.000]  祢為我們釘了十架
[00:42:26.000 --> 00:42:28.000]  祢真的捨棄了天上的榮華
[00:42:28.000 --> 00:42:29.000]  來到世間
[00:42:29.000 --> 00:42:30.000]  為我們受苦
[00:42:30.000 --> 00:42:31.000]  為我們釘十架
[00:42:31.000 --> 00:42:32.000]  這份恩典
[00:42:32.000 --> 00:42:33.000]  我們永遠都記得
[00:42:33.000 --> 00:42:34.000]  每一次想起
[00:42:34.000 --> 00:42:36.000]  原來主耶穌那麼愛我們的時候
[00:42:36.000 --> 00:42:38.000]  我們心裡是有那種感動
[00:42:38.000 --> 00:42:40.000]  想要獻上我們的一生給祢
[00:42:40.000 --> 00:42:42.000]  獻上我們的一生去愛祢
[00:42:42.000 --> 00:42:43.000]  獻上我們的一生
[00:42:43.000 --> 00:42:45.000]  將祢擺在我們心目中的第一位
[00:42:45.000 --> 00:42:46.000]  幫助我們
[00:42:46.000 --> 00:42:48.000]  不要再花所有的時間
[00:42:48.000 --> 00:42:50.000]  去標我們自己的kingdom
[00:42:50.000 --> 00:42:51.000]  因為知道
[00:42:51.000 --> 00:42:53.000]  我們自己標的kingdom
[00:42:53.000 --> 00:42:55.000]  是勝不過死亡的
[00:42:55.000 --> 00:42:57.000]  唯有祢所建立的教會
[00:42:57.000 --> 00:42:58.000]  可以勝過死亡
