
[00:00:00.000 --> 00:00:02.380]  好,弟兄姊妹,早晨,平安
[00:38:29.960 --> 00:38:32.960]  傳福音很弱的
[00:38:32.960 --> 00:38:34.960]  大家都明白
[00:38:34.960 --> 00:38:36.960]  但是我們要明白
[00:38:36.960 --> 00:38:40.960]  這也是教會存在的目標
[00:38:40.960 --> 00:38:43.960]  如果我們不傳福音
[00:38:43.960 --> 00:38:49.960]  我們好像有四肢
[00:38:49.960 --> 00:38:51.960]  不健全
[00:38:51.960 --> 00:38:53.960]  disable
[00:38:53.960 --> 00:38:58.960]  不健全的我們就叫disable
[00:38:58.960 --> 00:39:06.960]  教會不傳福音就死定了
[00:39:06.960 --> 00:39:08.960]  第四個目標就是
[00:39:08.960 --> 00:39:10.960]  你們要去司馬文作的門徒
[00:39:10.960 --> 00:39:13.960]  奉父子的名和他們施浸
[00:39:13.960 --> 00:39:15.960]  施浸是什麼目標
[00:39:15.960 --> 00:39:16.960]  施浸
[00:39:16.960 --> 00:39:18.960]  受浸的人就是加入基督的身體
[00:39:18.960 --> 00:39:21.960]  這是團契的一份子
[00:39:21.960 --> 00:39:24.960]  團契的意思就是在基督的身體裡
[00:39:24.960 --> 00:39:28.960]  彼此聯結相交
[00:39:28.960 --> 00:39:32.960]  大使命說到要傳福音
[00:39:32.960 --> 00:39:35.960]  要成為基督的身體
[00:39:35.960 --> 00:39:36.960]  受浸
[00:39:36.960 --> 00:39:37.960]  成為團契
[00:39:37.960 --> 00:39:43.960]  所以我們就不再作外人和客女
[00:39:43.960 --> 00:39:47.960]  是與聖徒和各舍神家裡的人
[00:39:47.960 --> 00:39:49.960]  我們與弟兄姊妹之間
[00:39:49.960 --> 00:39:52.960]  有沒有彼此相交呢
[00:39:52.960 --> 00:39:54.960]  有沒有彼此相交呢
[00:39:54.960 --> 00:39:59.960]  彼此之間有沒有互相去鼓勵
[00:39:59.960 --> 00:40:01.960]  互相去支持呢
[00:40:01.960 --> 00:40:06.960]  團契和socialize是不同的
[00:40:06.960 --> 00:40:07.960]  你明白嗎
[00:40:07.960 --> 00:40:08.960]  socialize就是說
[00:40:08.960 --> 00:40:11.960]  你們兩個人很投契
[00:40:11.960 --> 00:40:14.960]  可能約出去吃飯
[00:40:14.960 --> 00:40:15.960]  約出去逛街
[00:40:15.960 --> 00:40:16.960]  socialize
[00:40:16.960 --> 00:40:19.960]  或者在教會當中見到面的時候
[00:40:19.960 --> 00:40:20.960]  很多東西說
[00:40:20.960 --> 00:40:22.960]  socialize
[00:40:22.960 --> 00:40:26.960]  團契和socialize的分別在哪裡呢
[00:40:26.960 --> 00:40:29.960]  團契都包括socialize的
[00:40:29.960 --> 00:40:32.960]  但是團契和socialize中間
[00:40:32.960 --> 00:40:35.960]  是多了神在那裡
[00:40:35.960 --> 00:40:40.960]  socialize就是你一個人和另一個人socialize的
[00:40:40.960 --> 00:40:42.960]  我和你social
[00:40:42.960 --> 00:40:43.960]  我和他social
[00:40:43.960 --> 00:40:44.960]  一班人social
[00:40:44.960 --> 00:40:46.960]  是人與人之間的
[00:40:46.960 --> 00:40:49.960]  團契就是
[00:40:49.960 --> 00:40:53.960]  我和你一路說的時候
[00:40:53.960 --> 00:40:55.960]  是包括神在內
[00:40:55.960 --> 00:40:57.960]  是包括神在內
[00:40:57.960 --> 00:40:59.960]  或者包括神在中間
[00:40:59.960 --> 00:41:01.960]  我和你一路說
[00:41:01.960 --> 00:41:05.960]  神在我們身上的工作、作為
[00:41:05.960 --> 00:41:08.960]  神在我們身上的教導、經歷
[00:41:08.960 --> 00:41:10.960]  那是包括神在內的
[00:41:10.960 --> 00:41:14.960]  我們可以有團契之名
[00:41:14.960 --> 00:41:16.960]  但實際只有socialize
[00:41:16.960 --> 00:41:21.960]  但我們不會有團契
[00:41:21.960 --> 00:41:23.960]  就沒有socialize
[00:41:23.960 --> 00:41:25.960]  你明白分別嗎
[00:41:25.960 --> 00:41:28.960]  你的名字叫團契
[00:41:28.960 --> 00:41:29.960]  但其實從來都不說神的
[00:41:29.960 --> 00:41:31.960]  只有socialize
[00:41:31.960 --> 00:41:32.960]  會有
[00:41:32.960 --> 00:41:35.960]  但你和一個人
[00:41:35.960 --> 00:41:36.960]  大家說神的時候
[00:41:36.960 --> 00:41:40.960]  當然大家不會很冷冰冰的
[00:41:40.960 --> 00:41:41.960]  好像教書那樣說
[00:41:41.960 --> 00:41:44.960]  大家一定是socialize那樣說
[00:41:44.960 --> 00:41:47.960]  所以團契和socialize有overlap
[00:41:47.960 --> 00:41:50.960]  但是團契一定是包括神
[00:41:50.960 --> 00:41:53.960]  這樣的socialize
[00:41:53.960 --> 00:41:56.960]  而單是socialize沒有神
[00:41:56.960 --> 00:41:58.960]  就不是叫做團契
[00:41:58.960 --> 00:42:00.960]  OK
[00:42:00.960 --> 00:42:03.960]  你們要去使萬民做我的門徒
[00:42:03.960 --> 00:42:05.960]  奉父子聖靈的名給他們施洗
[00:42:05.960 --> 00:42:07.960]  凡我所教訓你們的
[00:42:07.960 --> 00:42:08.960]  都教訓他們遵守
[00:42:08.960 --> 00:42:10.960]  這就是做主的門徒
[00:42:10.960 --> 00:42:12.960]  是門徒訓練
[00:42:12.960 --> 00:42:14.960]  第五個目標
[00:42:14.960 --> 00:42:17.960]  我們有沒有成長呢
[00:42:17.960 --> 00:42:19.960]  門徒訓練簡單來說
[00:42:19.960 --> 00:42:22.960]  其實就是成長
[00:42:22.960 --> 00:42:25.960]  始基督就是門徒訓練
[00:42:25.960 --> 00:42:28.960]  成長就是門徒訓練
[00:42:28.960 --> 00:42:31.960]  新的一年開始2022年
[00:42:31.960 --> 00:42:33.960]  你有沒有成長的目標呢
[00:42:33.960 --> 00:42:36.960]  你有沒有成長的計劃呢
[00:42:36.960 --> 00:42:37.960]  有沒有想過
[00:42:37.960 --> 00:42:40.960]  有沒有想過新的一年要有什麼成長的計劃
[00:42:40.960 --> 00:42:44.960]  今年你有沒有計劃怎樣讀聖經呢
[00:42:44.960 --> 00:42:46.960]  有沒有計劃讀一次
[00:42:46.960 --> 00:42:50.960]  或者起碼新約都讀兩次
[00:42:50.960 --> 00:42:52.960]  整本聖經讀不完
[00:42:52.960 --> 00:42:54.960]  那你要計劃一下
[00:42:54.960 --> 00:42:56.960]  如果沒有計劃你不會成長
[00:42:56.960 --> 00:42:58.960]  等於沒有計劃儲錢的人
[00:42:58.960 --> 00:43:00.960]  永遠都儲不到錢一樣
[00:43:00.960 --> 00:43:03.960]  大家都明白的
[00:43:03.960 --> 00:43:04.960]  你沒有計劃儲錢
[00:43:04.960 --> 00:43:05.960]  你花光它
[00:43:05.960 --> 00:43:08.960]  永遠都儲不到錢
[00:43:08.960 --> 00:43:10.960]  一定有計劃的
[00:43:10.960 --> 00:43:11.960]  成長都要有計劃的
[00:43:11.960 --> 00:43:13.960]  譬如你要保持健康
[00:43:13.960 --> 00:43:15.960]  你要減今年要減多少磅
[00:43:15.960 --> 00:43:16.960]  你有計劃
[00:43:16.960 --> 00:43:18.960]  你的餐單要改的
[00:43:18.960 --> 00:43:23.960]  你還天天都吃梅菜扣肉
[00:43:23.960 --> 00:43:28.960]  你當然沒得減
[00:43:28.960 --> 00:43:30.960]  但成長你有沒有什麼計劃呢
[00:43:30.960 --> 00:43:32.960]  門徒訓練
[00:43:32.960 --> 00:43:34.960]  今年讀聖經
[00:43:34.960 --> 00:43:38.960]  如果你沒有靈修的習慣
[00:43:38.960 --> 00:43:42.960]  之前在我們群組發了一個
[00:43:42.960 --> 00:43:46.960]  推介了一個靈修的APP
[00:43:46.960 --> 00:43:50.960]  大家可以裝進去去靈修
[00:43:50.960 --> 00:43:51.960]  每天
[00:43:51.960 --> 00:43:53.960]  那裡十分鐘來
[00:43:53.960 --> 00:43:55.960]  你每天看電話Facebook
[00:43:55.960 --> 00:43:59.960]  動動擦擦手指都過了十分鐘
[00:43:59.960 --> 00:44:03.960]  但每天靈修十分鐘
[00:44:03.960 --> 00:44:06.960]  每天有什麼計劃
[00:44:06.960 --> 00:44:09.960]  譬如今年我想有這幾本屬靈書
[00:44:09.960 --> 00:44:12.960]  今年內希望讀完它
[00:44:12.960 --> 00:44:14.960]  這些是有計劃的
[00:44:14.960 --> 00:44:16.960]  我們要做主的門徒
[00:44:16.960 --> 00:44:19.960]  我們是要成長的
[00:44:19.960 --> 00:44:21.960]  所以在仕途行轉
[00:44:21.960 --> 00:44:22.960]  早期教會
[00:44:22.960 --> 00:44:26.960]  其實我們教會的五個目標
[00:44:26.960 --> 00:44:30.960]  早期教會完全示範給我們看
[00:44:30.960 --> 00:44:32.960]  早期教會是怎樣呢
[00:44:32.960 --> 00:44:34.960]  仕途行轉那裡
[00:44:34.960 --> 00:44:37.960]  都恆心遵守使徒的教訓
[00:44:37.960 --> 00:44:38.960]  就是門徒訓練
[00:44:38.960 --> 00:44:41.960]  他們成長去學習
[00:44:41.960 --> 00:44:44.960]  彼此交接
[00:44:44.960 --> 00:44:47.960]  彼此交接就是團契
[00:44:47.960 --> 00:44:49.960]  抹餅祈禱
[00:44:49.960 --> 00:44:50.960]  抹餅祈禱
[00:44:50.960 --> 00:44:51.960]  眾人都懼怕
[00:44:51.960 --> 00:44:54.960]  使徒又行了許多歧視神蹟
[00:44:54.960 --> 00:44:56.960]  信的人都做一切凡物公用
[00:44:56.960 --> 00:44:57.960]  並且賣了田產
[00:44:57.960 --> 00:44:59.960]  家業照個人所需用的
[00:44:59.960 --> 00:45:00.960]  分給個人
[00:45:00.960 --> 00:45:01.960]  這個是侍奉
[00:45:01.960 --> 00:45:03.960]  去照顧別人
[00:45:03.960 --> 00:45:05.960]  服侍別人
[00:45:05.960 --> 00:45:06.960]  他們天天同心合二
[00:45:06.960 --> 00:45:07.960]  行節在殿裡
[00:45:07.960 --> 00:45:09.960]  且在家中抹餅
[00:45:09.960 --> 00:45:11.960]  傳著歡喜誠實的心用法
[00:45:11.960 --> 00:45:12.960]  贊美神
[00:45:12.960 --> 00:45:14.960]  這個是敬拜
[00:45:14.960 --> 00:45:17.960]  我們一起敬拜
[00:45:17.960 --> 00:45:19.960]  得眾民的喜愛
[00:45:19.960 --> 00:45:20.960]  主張得救的人
[00:45:20.960 --> 00:45:21.960]  天天加急三和
[00:45:21.960 --> 00:45:23.960]  傳福音
[00:45:23.960 --> 00:45:26.960]  五樣東西都有
[00:45:26.960 --> 00:45:28.960]  門徒訓練就是教訓
[00:45:28.960 --> 00:45:30.960]  彼此交接就是團契
[00:45:30.960 --> 00:45:33.960]  凡物公用就是服侍
[00:45:33.960 --> 00:45:35.960]  贊美主義是敬拜
[00:45:35.960 --> 00:45:38.960]  傳福音就是得救
[00:45:38.960 --> 00:45:40.960]  早期教會都有
[00:45:40.960 --> 00:45:42.960]  我們教會
[00:45:42.960 --> 00:45:44.960]  其實都應該一定要有
[00:45:44.960 --> 00:45:46.960]  因為這個是教會之所謂教會
[00:45:46.960 --> 00:45:50.960]  五個健全的標記
[00:45:50.960 --> 00:45:52.960]  所以在這五個目標當中
[00:45:52.960 --> 00:45:54.960]  我們在敬拜當中
[00:45:54.960 --> 00:45:56.960]  享受神的同在
[00:45:56.960 --> 00:45:57.960]  我們有傳福音
[00:45:57.960 --> 00:46:00.960]  我們在團契當中
[00:46:00.960 --> 00:46:02.960]  成為神家的一份子
[00:46:02.960 --> 00:46:04.960]  我們要受訓練
[00:46:04.960 --> 00:46:05.960]  我們要學習
[00:46:05.960 --> 00:46:07.960]  做門徒
[00:46:07.960 --> 00:46:12.960]  亦都在愛中彼此服侍
[00:46:12.960 --> 00:46:13.960]  這五樣東西
[00:46:13.960 --> 00:46:16.960]  是我們的使命
[00:46:16.960 --> 00:46:18.960]  是我們的存在目標
[00:46:18.960 --> 00:46:23.960]  是不能改變的
[00:46:23.960 --> 00:46:26.960]  因為由第一間教會
[00:46:26.960 --> 00:46:28.960]  耶穌辦的
[00:46:28.960 --> 00:46:30.960]  耶穌辦傳了給十二門徒
[00:46:30.960 --> 00:46:32.960]  十二門徒搞出來的
[00:46:32.960 --> 00:46:34.960]  他們都有這五樣
[00:46:34.960 --> 00:46:37.960]  到我們都要承接
[00:46:37.960 --> 00:46:41.960]  否則我們不是教會
[00:46:41.960 --> 00:46:43.960]  你想想
[00:46:43.960 --> 00:46:48.960]  如果你是一間
[00:46:48.960 --> 00:46:54.960]  吃上海菜的店
[00:46:54.960 --> 00:46:56.960]  又沒有小籠包
[00:46:56.960 --> 00:46:58.960]  又沒有上海粗炒
[00:46:58.960 --> 00:47:01.960]  你叫什麼上海餐廳
[00:47:01.960 --> 00:47:03.960]  不是的
[00:47:03.960 --> 00:47:06.960]  我們教會這五樣東西
[00:47:06.960 --> 00:47:09.960]  其實就是教會的標記
[00:47:09.960 --> 00:47:11.960]  我們一定
[00:47:11.960 --> 00:47:13.960]  不單止是要有
[00:47:13.960 --> 00:47:17.960]  是要做好
[00:47:17.960 --> 00:47:21.960]  而當我們做不好的時候
[00:47:21.960 --> 00:47:22.960]  我們教會就不成長
[00:47:22.960 --> 00:47:24.960]  其實就是這個原因
[00:47:24.960 --> 00:47:26.960]  很多時候
[00:47:26.960 --> 00:47:27.960]  你要明白
[00:47:27.960 --> 00:47:29.960]  一間教會的成長
[00:47:29.960 --> 00:47:31.960]  其實不是在乎
[00:47:31.960 --> 00:47:35.960]  有多做到多大多虛憾
[00:47:35.960 --> 00:47:37.960]  是在乎有沒有健康
[00:47:37.960 --> 00:47:38.960]  在乎有沒有健康
[00:47:38.960 --> 00:47:40.960]  同樣來說
[00:47:40.960 --> 00:47:41.960]  人都是一樣的
[00:47:41.960 --> 00:47:43.960]  有些人高一點
[00:47:43.960 --> 00:47:44.960]  有些人矮一點
[00:47:44.960 --> 00:47:46.960]  譬如有些人
[00:47:46.960 --> 00:47:47.960]  六七尺的
[00:47:47.960 --> 00:47:50.960]  打籃球的
[00:47:50.960 --> 00:47:54.960]  他是人
[00:47:54.960 --> 00:47:57.960]  有些人四五尺的
[00:47:57.960 --> 00:47:59.960]  他是不是人
[00:47:59.960 --> 00:48:00.960]  當然是人
[00:48:00.960 --> 00:48:01.960]  四五尺不是人
[00:48:01.960 --> 00:48:03.960]  不是吧
[00:48:03.960 --> 00:48:04.960]  六七尺又是人
[00:48:04.960 --> 00:48:05.960]  四五尺又是人
[00:48:05.960 --> 00:48:11.960]  那你說誰健康一點呢
[00:48:11.960 --> 00:48:13.960]  誰健康一點呢
[00:48:13.960 --> 00:48:14.960]  你就說
[00:48:14.960 --> 00:48:16.960]  你問錯問題了
[00:48:16.960 --> 00:48:19.960]  健康不是靠高和矮的
[00:48:19.960 --> 00:48:20.960]  是不是
[00:48:20.960 --> 00:48:24.960]  健康是他所發展的各方面
[00:48:24.960 --> 00:48:26.960]  是否發展到
[00:48:26.960 --> 00:48:28.960]  他是否懂得說話
[00:48:28.960 --> 00:48:30.960]  他是否懂得行動走動
[00:48:30.960 --> 00:48:32.960]  是否能活動
[00:48:32.960 --> 00:48:39.960]  他懂不懂正常的心理各方面
[00:48:39.960 --> 00:48:41.960]  那些就是健康
[00:48:41.960 --> 00:48:44.960]  如果他六七尺不懂得行動
[00:48:44.960 --> 00:48:46.960]  躺在床上就不健康
[00:48:46.960 --> 00:48:49.960]  譬如他四五尺大又不懂得說話
[00:48:49.960 --> 00:48:51.960]  這樣是不健康
[00:48:51.960 --> 00:48:53.960]  有了那些東西
[00:48:53.960 --> 00:48:54.960]  我就不理你
[00:48:54.960 --> 00:48:55.960]  六七尺也好
[00:48:55.960 --> 00:48:56.960]  四五尺也好
[00:48:56.960 --> 00:48:58.960]  是健康的人
[00:48:58.960 --> 00:49:01.960]  教會都是一樣的
[00:49:01.960 --> 00:49:03.960]  教會都是一樣的
[00:49:03.960 --> 00:49:07.960]  不是說一萬幾千人就是健康的
[00:49:07.960 --> 00:49:08.960]  對不對
[00:49:08.960 --> 00:49:10.960]  痴肥的人很大塊
[00:49:10.960 --> 00:49:12.960]  原來有些事是不做的
[00:49:12.960 --> 00:49:13.960]  這樣就不健康
[00:49:13.960 --> 00:49:15.960]  但是細細粒粒
[00:49:15.960 --> 00:49:17.960]  他有些事也是做的
[00:49:17.960 --> 00:49:19.960]  這樣就健康了
[00:49:19.960 --> 00:49:21.960]  我們的教會
[00:49:21.960 --> 00:49:24.960]  我不是
[00:49:24.960 --> 00:49:26.960]  首先我不是問一個問題
[00:49:26.960 --> 00:49:28.960]  我們有多少人
[00:49:28.960 --> 00:49:29.960]  我是問一個問題
[00:49:29.960 --> 00:49:31.960]  我們要不要健康
[00:49:31.960 --> 00:49:33.960]  或者有沒有健康
[00:49:33.960 --> 00:49:35.960]  健康就是剛才那五樣東西
[00:49:35.960 --> 00:49:37.960]  有沒有平衡的發展
[00:49:37.960 --> 00:49:39.960]  平衡的發展
[00:49:39.960 --> 00:49:41.960]  我們有時候有些人說
[00:49:41.960 --> 00:49:43.960]  飲食健不健康
[00:49:43.960 --> 00:49:45.960]  飲食健不健康其實不是說
[00:49:45.960 --> 00:49:47.960]  有些東西
[00:49:47.960 --> 00:49:49.960]  你吃多吃少
[00:49:49.960 --> 00:49:51.960]  是平衡
[00:49:51.960 --> 00:49:52.960]  是不是
[00:49:52.960 --> 00:49:54.960]  是平衡
[00:49:54.960 --> 00:49:57.960]  你不斷喜歡那些東西
[00:49:57.960 --> 00:49:59.960]  去偏向那些東西
[00:49:59.960 --> 00:50:00.960]  就不平衡
[00:50:00.960 --> 00:50:02.960]  我們的教會
[00:50:02.960 --> 00:50:03.960]  那五樣東西
[00:50:03.960 --> 00:50:05.960]  可能有我們的強項
[00:50:05.960 --> 00:50:07.960]  有我們的強項
[00:50:07.960 --> 00:50:09.960]  但是在強項當中
[00:50:09.960 --> 00:50:11.960]  弱項我們有沒有平衡
[00:50:11.960 --> 00:50:13.960]  也要發展一下
[00:50:13.960 --> 00:50:14.960]  你明白嗎
[00:50:14.960 --> 00:50:15.960]  這是很重要的
[00:50:15.960 --> 00:50:18.960]  以我個人自己來說
[00:50:18.960 --> 00:50:21.960]  我當然是喜歡
[00:50:21.960 --> 00:50:24.960]  可能我喜歡自己一個人的時間
[00:50:24.960 --> 00:50:25.960]  看書
[00:50:25.960 --> 00:50:26.960]  讀聖經
[00:50:26.960 --> 00:50:27.960]  可能在
[00:50:27.960 --> 00:50:30.960]  如果用剛才那五個類別來說
[00:50:30.960 --> 00:50:31.960]  門徒訓練
[00:50:31.960 --> 00:50:33.960]  我自己是
[00:50:33.960 --> 00:50:34.960]  我的強項
[00:50:34.960 --> 00:50:35.960]  我的性格
[00:50:35.960 --> 00:50:36.960]  驅使
[00:50:36.960 --> 00:50:39.960]  我是偏向那樣東西比較多
[00:50:39.960 --> 00:50:41.960]  我的弱項
[00:50:41.960 --> 00:50:42.960]  就是傳福音
[00:50:42.960 --> 00:50:46.960]  因為我不是很喜歡跟陌生人聊天
[00:50:46.960 --> 00:50:47.960]  不是作出來的
[00:50:47.960 --> 00:50:48.960]  是事實
[00:50:48.960 --> 00:50:50.960]  現在你做牧師
[00:50:50.960 --> 00:50:51.960]  都不喜歡跟陌生人聊天
[00:50:51.960 --> 00:50:53.960]  當然現在改了一些
[00:50:53.960 --> 00:50:56.960]  但是我告訴你怎麼改
[00:50:56.960 --> 00:50:58.960]  就是我發覺
[00:50:58.960 --> 00:50:59.960]  我作為一個基督徒
[00:50:59.960 --> 00:51:00.960]  我不可以不傳福音
[00:51:00.960 --> 00:51:02.960]  我即使多喜歡讀聖經
[00:51:02.960 --> 00:51:05.960]  我讀聖經不能夠cover up
[00:51:05.960 --> 00:51:07.960]  然後就有個藉口
[00:51:07.960 --> 00:51:08.960]  我不傳福音
[00:51:08.960 --> 00:51:09.960]  我不行的
[00:51:09.960 --> 00:51:10.960]  我不喜歡
[00:51:10.960 --> 00:51:11.960]  我都要逼自己做傳福音
[00:51:11.960 --> 00:51:14.960]  我就逼自己去學傳福音
[00:51:14.960 --> 00:51:17.960]  去參加一些傳福音的訓練
[00:51:17.960 --> 00:51:19.960]  然後又買一些傳福音的書
[00:51:19.960 --> 00:51:21.960]  來看看怎樣傳福音
[00:51:21.960 --> 00:51:24.960]  我都跟剛才的姐妹說過
[00:51:24.960 --> 00:51:26.960]  那時候在香港叫洗樓
[00:51:26.960 --> 00:51:28.960]  就是去那些屋邨那裡
[00:51:28.960 --> 00:51:30.960]  逐間逐間拍門
[00:51:30.960 --> 00:51:32.960]  給你一些單張
[00:51:32.960 --> 00:51:34.960]  就是這樣
[00:51:34.960 --> 00:51:36.960]  我不喜歡做的
[00:51:36.960 --> 00:51:38.960]  但是我逼自己做
[00:51:38.960 --> 00:51:40.960]  因為我知道要做
[00:51:40.960 --> 00:51:42.960]  就等於你不喜歡吃菜
[00:51:42.960 --> 00:51:44.960]  你要健康的時候
[00:51:44.960 --> 00:51:45.960]  你就要吃菜
[00:51:45.960 --> 00:51:46.960]  那就逼自己吃
[00:51:46.960 --> 00:51:48.960]  我的女兒不喜歡吃某一樣東西
[00:51:48.960 --> 00:51:49.960]  但是她不健康的時候
[00:51:49.960 --> 00:51:51.960]  都要逼她吃
[00:51:51.960 --> 00:51:54.960]  我們每個人有我們的選擇
[00:51:54.960 --> 00:51:56.960]  要逼自己做一些
[00:51:56.960 --> 00:51:59.960]  有時候如果不是合乎我性情的東西
[00:51:59.960 --> 00:52:02.960]  但是因為那個是健康驅使
[00:52:02.960 --> 00:52:05.960]  才能夠平衡
[00:52:05.960 --> 00:52:07.960]  如果不是不行的
[00:52:07.960 --> 00:52:09.960]  那樣的時候
[00:52:09.960 --> 00:52:12.960]  教會都是一樣
[00:52:12.960 --> 00:52:15.960]  每個教會有他的temperament
[00:52:15.960 --> 00:52:17.960]  有他的性格驅使
[00:52:17.960 --> 00:52:19.960]  可能某些教會
[00:52:19.960 --> 00:52:21.960]  某一樣是他的強項
[00:52:21.960 --> 00:52:22.960]  很喜歡做的
[00:52:22.960 --> 00:52:24.960]  那些大型節目很喜歡做某一樣東西
[00:52:24.960 --> 00:52:26.960]  有些是party教會
[00:52:26.960 --> 00:52:28.960]  很喜歡搞活動
[00:52:28.960 --> 00:52:29.960]  很喜歡party
[00:52:29.960 --> 00:52:31.960]  有些是讀經教會
[00:52:31.960 --> 00:52:32.960]  只是讀聖經
[00:52:32.960 --> 00:52:33.960]  不傳福音
[00:52:33.960 --> 00:52:35.960]  真的不行的
[00:52:35.960 --> 00:52:37.960]  不行的
[00:52:37.960 --> 00:52:39.960]  所以求神幫助我們
[00:52:39.960 --> 00:52:41.960]  我們是需要健康
[00:52:41.960 --> 00:52:43.960]  而健康呢
[00:52:43.960 --> 00:52:45.960]  就不是偶然的
[00:52:45.960 --> 00:52:47.960]  你會發覺
[00:52:47.960 --> 00:52:49.960]  不是偶然的
[00:52:49.960 --> 00:52:51.960]  我們偏向一邊
[00:52:51.960 --> 00:52:53.960]  是正常的
[00:52:53.960 --> 00:52:55.960]  偏食是人的天性
[00:52:55.960 --> 00:52:57.960]  你喜歡的東西
[00:52:57.960 --> 00:52:58.960]  就喜歡吃多一點
[00:52:58.960 --> 00:53:00.960]  有些東西你不喜歡
[00:53:00.960 --> 00:53:02.960]  你不喜歡吃就不吃
[00:53:02.960 --> 00:53:05.960]  偏食是人的本性驅使
[00:53:05.960 --> 00:53:07.960]  同樣都是一樣
[00:53:07.960 --> 00:53:10.960]  你要發展平衡
[00:53:10.960 --> 00:53:14.960]  有時候你是要有計劃和目標
[00:53:14.960 --> 00:53:17.960]  如果沒有平衡的計劃和目標
[00:53:17.960 --> 00:53:19.960]  你就不會平衡
[00:53:19.960 --> 00:53:21.960]  正如我剛才所說
[00:53:21.960 --> 00:53:25.960]  我不喜歡和陌生人聊天
[00:53:25.960 --> 00:53:27.960]  但我又要迫自己去傳福音
[00:53:27.960 --> 00:53:29.960]  我迫自己去傳福音的時候
[00:53:29.960 --> 00:53:31.960]  我是有計劃地
[00:53:31.960 --> 00:53:33.960]  教會有傳福音的訓練
[00:53:33.960 --> 00:53:36.960]  或者我要迫自己
[00:53:36.960 --> 00:53:37.960]  一個月
[00:53:37.960 --> 00:53:39.960]  我有一個禮拜
[00:53:39.960 --> 00:53:42.960]  我完了主日崇拜之後
[00:53:42.960 --> 00:53:46.960]  下午我就去街上和人報道
[00:53:46.960 --> 00:53:50.960]  我是有這樣的計劃的
[00:53:50.960 --> 00:53:51.960]  沒有這些計劃
[00:53:51.960 --> 00:53:52.960]  我就永遠都是
[00:53:52.960 --> 00:53:53.960]  下個禮拜才做
[00:53:53.960 --> 00:53:54.960]  下個禮拜才傳
[00:53:54.960 --> 00:53:57.960]  一年都沒有傳過兩三次
[00:53:57.960 --> 00:53:58.960]  是不是
[00:53:58.960 --> 00:54:00.960]  是要有這樣的計劃的
[00:54:00.960 --> 00:54:02.960]  而求神幫助我們
[00:54:02.960 --> 00:54:03.960]  希望這五個目標
[00:54:03.960 --> 00:54:06.960]  我們能夠平衡發展
[00:54:06.960 --> 00:54:09.960]  我們今天因為時間關係
[00:54:09.960 --> 00:54:11.960]  我就要停在這裡
[00:54:11.960 --> 00:54:14.960]  但這五個目標每一項
[00:54:14.960 --> 00:54:16.960]  是有相關的問題
[00:54:16.960 --> 00:54:18.960]  我寫了一些問題
[00:54:18.960 --> 00:54:23.960]  是大英姐妹在成長小組
[00:54:23.960 --> 00:54:26.960]  大家一起來反省
[00:54:26.960 --> 00:54:27.960]  在個人
[00:54:27.960 --> 00:54:29.960]  我們怎樣在這五個目標平衡
[00:54:29.960 --> 00:54:30.960]  在教會生活
[00:54:30.960 --> 00:54:32.960]  我們怎樣可以在這五個目標平衡
[00:54:32.960 --> 00:54:35.960]  在成長小組
[00:54:35.960 --> 00:54:36.960]  大家繼續去討論
[00:54:36.960 --> 00:54:38.960]  求神幫助我們
