
[00:00:00.000 --> 00:00:02.000]  我們今天的主題就是
[00:23:02.200 --> 00:23:03.200]  這樣容易一點說
[00:23:03.200 --> 00:23:04.200]  是不是好像
[00:23:04.200 --> 00:23:05.200]  和愛你
[00:23:05.200 --> 00:23:06.200]  這樣好像好一點
[00:23:06.200 --> 00:23:07.200]  但如果廣東話
[00:23:07.200 --> 00:23:08.200]  好像很噁心
[00:23:08.200 --> 00:23:09.200]  很肉麻
[00:23:09.200 --> 00:23:10.200]  但怎麼你都要表達
[00:23:10.200 --> 00:23:11.200]  OK
[00:23:11.200 --> 00:23:12.200]  但如果
[00:23:12.200 --> 00:23:13.200]  還有問題就是
[00:23:13.200 --> 00:23:14.200]  這不是一個選項
[00:23:14.200 --> 00:23:15.200]  不是
[00:23:15.200 --> 00:23:16.200]  你喜歡讀就讀
[00:23:16.200 --> 00:23:17.200]  因爲這裏說
[00:23:17.200 --> 00:23:18.200]  如果我們不將神的話語
[00:23:18.200 --> 00:23:19.200]  藏在心裏
[00:23:19.200 --> 00:23:20.200]  因爲神的話語
[00:23:20.200 --> 00:23:21.200]  改變我們的心之意
[00:23:21.200 --> 00:23:22.200]  我們就會怎樣
[00:23:22.200 --> 00:23:23.200]  就會怎樣
[00:23:23.200 --> 00:23:24.200]  看看《釋經文》
[00:23:24.200 --> 00:23:26.200]  就會得罪神
[00:23:26.200 --> 00:23:27.200]  爲什麼會得罪神
[00:23:27.200 --> 00:23:28.200]  因爲你都不知道
[00:23:28.200 --> 00:23:29.200]  神喜悅什麼
[00:23:29.200 --> 00:23:30.200]  憎惡什麼
[00:23:30.200 --> 00:23:31.200]  你就做了一些事
[00:23:31.200 --> 00:23:32.200]  其實原來
[00:23:32.200 --> 00:23:33.200]  是不合乎真理的
[00:23:33.200 --> 00:23:34.200]  就等於
[00:23:34.200 --> 00:23:35.200]  剛纔那個統計一樣
[00:23:35.200 --> 00:23:36.200]  含糊地
[00:23:36.200 --> 00:23:37.200]  差不多地
[00:23:37.200 --> 00:23:38.200]  做幾個圖
[00:23:38.200 --> 00:23:39.200]  那就很容易出事
[00:23:39.200 --> 00:23:40.200]  是不是
[00:23:40.200 --> 00:23:41.200]  出界
[00:23:41.200 --> 00:23:42.200]  出位
[00:23:42.200 --> 00:23:43.200]  錯了都不知道
[00:23:43.200 --> 00:23:44.200]  還要振振有詞
[00:23:44.200 --> 00:23:45.200]  都沒頂
[00:23:45.200 --> 00:23:46.200]  是不是
[00:23:46.200 --> 00:23:47.200]  OK
[00:23:47.200 --> 00:23:48.200]  或者被剛纔那些異端
[00:23:48.200 --> 00:23:49.200]  成功神學
[00:23:49.200 --> 00:23:50.200]  來到去迷惑
[00:23:50.200 --> 00:23:51.200]  你都未定
[00:23:51.200 --> 00:23:52.200]  是啊
[00:23:52.200 --> 00:23:53.200]  有信心就什麼都可以
[00:23:53.200 --> 00:23:54.200]  神都會給你的
[00:23:54.200 --> 00:23:55.200]  好了
[00:23:55.200 --> 00:23:56.200]  這一節經文
[00:23:56.200 --> 00:23:57.200]  又很厲害
[00:23:57.200 --> 00:23:58.200]  我們一起讀一讀
[00:23:58.200 --> 00:24:02.200]  神的道是活潑的
[00:24:02.200 --> 00:24:03.200]  是有功效的
[00:24:03.200 --> 00:24:05.200]  比一切兩人的劍更快
[00:24:05.200 --> 00:24:06.200]  甚至魂與靈
[00:24:06.200 --> 00:24:07.200]  骨節與骨髓
[00:24:07.200 --> 00:24:09.200]  都能刺入否開
[00:24:09.200 --> 00:24:10.200]  連心中的思念和主義
[00:24:10.200 --> 00:24:12.200]  都能辨明
[00:24:12.200 --> 00:24:14.200]  大家有沒有看金門小說
[00:24:14.200 --> 00:24:16.200]  江湖上有兩把利器
[00:24:16.200 --> 00:24:19.200]  差點死都要得到它
[00:24:19.200 --> 00:24:20.200]  就是什麼
[00:24:20.200 --> 00:24:22.200]  左手拿着屠龍刀
[00:24:22.200 --> 00:24:23.200]  右手拿着
[00:24:23.200 --> 00:24:24.200]  倚天劍
[00:24:24.200 --> 00:24:25.200]  號令天下
[00:24:25.200 --> 00:24:26.200]  誰敢不從
[00:24:26.200 --> 00:24:29.200]  你們不看的
[00:24:29.200 --> 00:24:31.200]  聖經看不看
[00:24:31.200 --> 00:24:32.200]  又不看的
[00:24:32.200 --> 00:24:34.200]  看什麼
[00:24:34.200 --> 00:24:37.200]  八卦新聞
[00:24:37.200 --> 00:24:38.200]  我兩樣都看
[00:24:38.200 --> 00:24:40.200]  我小時候很喜歡看這些
[00:24:40.200 --> 00:24:41.200]  金門小說
[00:24:41.200 --> 00:24:44.200]  四大明珠
[00:24:44.200 --> 00:24:46.200]  這裏用比喻
[00:24:46.200 --> 00:24:47.200]  神的話要像一把
[00:24:47.200 --> 00:24:48.200]  很鋒利的劍
[00:24:48.200 --> 00:24:50.200]  鋒利的刀
[00:24:50.200 --> 00:24:52.200]  要否開我們人裏面
[00:24:52.200 --> 00:24:54.200]  很多不同的東西
[00:24:54.200 --> 00:24:56.200]  其實爲什麼要否開呢
[00:24:56.200 --> 00:24:58.200]  我越來越理解
[00:24:58.200 --> 00:25:00.200]  當初我都不好理解
[00:25:00.200 --> 00:25:01.200]  當初很年輕
[00:25:01.200 --> 00:25:02.200]  我現在越來越理解
[00:25:02.200 --> 00:25:05.200]  因爲我們人很複雜
[00:25:05.200 --> 00:25:06.200]  不可以歸類
[00:25:06.200 --> 00:25:08.200]  這個就是正人君子
[00:25:08.200 --> 00:25:09.200]  這個就是一個邪惡的人
[00:25:09.200 --> 00:25:10.200]  我們正當中有邪
[00:25:10.200 --> 00:25:11.200]  對不對
[00:25:11.200 --> 00:25:12.200]  這個最壞的人
[00:25:12.200 --> 00:25:14.200]  都有良善的一些
[00:25:14.200 --> 00:25:15.200]  亮光
[00:25:15.200 --> 00:25:16.200]  閃閃發光
[00:25:16.200 --> 00:25:17.200]  對着他的子女的時候
[00:25:17.200 --> 00:25:18.200]  哇
[00:25:18.200 --> 00:25:19.200]  多仁慈的父親
[00:25:19.200 --> 00:25:20.200]  回到公司
[00:25:20.200 --> 00:25:21.200]  哇
[00:25:21.200 --> 00:25:23.200]  一個惡魔
[00:25:23.200 --> 00:25:24.200]  我年輕的時候
[00:25:24.200 --> 00:25:25.200]  剛纔講金門小說
[00:25:25.200 --> 00:25:27.200]  我們的同學都很喜歡
[00:25:27.200 --> 00:25:28.200]  一個人物就是郭靖
[00:25:28.200 --> 00:25:30.200]  覺得他完美無瑕
[00:25:30.200 --> 00:25:31.200]  是中國文化裏面
[00:25:31.200 --> 00:25:32.200]  典型的代表
[00:25:32.200 --> 00:25:33.200]  爲什麼呢
[00:25:33.200 --> 00:25:34.200]  又堪口
[00:25:34.200 --> 00:25:35.200]  又公義
[00:25:35.200 --> 00:25:36.200]  又正直
[00:25:36.200 --> 00:25:37.200]  又有奇遇
[00:25:37.200 --> 00:25:38.200]  傻子
[00:25:38.200 --> 00:25:41.200]  做到武功第一
[00:25:41.200 --> 00:25:43.200]  但是你知道過了40年之後
[00:25:43.200 --> 00:25:44.200]  我們在Facebook裏面
[00:25:44.200 --> 00:25:46.200]  重聚的時候
[00:25:46.200 --> 00:25:47.200]  沒有一個覺得郭靖
[00:25:47.200 --> 00:25:49.200]  是一個大家想做的郭靖
[00:25:49.200 --> 00:25:50.200]  爲什麼呢
[00:25:50.200 --> 00:25:51.200]  我們大家的意見都說
[00:25:51.200 --> 00:25:53.200]  他太假了
[00:25:53.200 --> 00:25:55.200]  這個人是不會存在的
[00:25:55.200 --> 00:25:56.200]  爲什麼呢
[00:25:56.200 --> 00:25:57.200]  因爲我們經過40幾年
[00:25:57.200 --> 00:25:59.200]  我們大家都去到中老
[00:25:59.200 --> 00:26:00.200]  中年的時候
[00:26:00.200 --> 00:26:01.200]  發現原來人
[00:26:01.200 --> 00:26:02.200]  剛纔那樣講
[00:26:02.200 --> 00:26:03.200]  是怎樣
[00:26:03.200 --> 00:26:04.200]  是正中有邪
[00:26:04.200 --> 00:26:05.200]  邪中有正
[00:26:05.200 --> 00:26:07.200]  郭靖這種傻子
[00:26:07.200 --> 00:26:09.200]  傻到50多60歲的人
[00:26:09.200 --> 00:26:10.200]  是絕無僅有的
[00:26:10.200 --> 00:26:12.200]  應該是不存在的
[00:26:12.200 --> 00:26:13.200]  明白我的意思嗎
[00:26:13.200 --> 00:26:14.200]  所以我們現在
[00:26:14.200 --> 00:26:15.200]  比較喜歡令狐沖
[00:26:15.200 --> 00:26:16.200]  楊過那些
[00:26:16.200 --> 00:26:18.200]  邪邪的那些
[00:26:18.200 --> 00:26:20.200]  不是說我邪
[00:26:20.200 --> 00:26:23.200]  但是我想告訴大家
[00:26:23.200 --> 00:26:25.200]  我們人的性格很複雜
[00:26:25.200 --> 00:26:26.200]  所以我們在神面前
[00:26:26.200 --> 00:26:29.200]  沒有一個人能夠輕易
[00:26:29.200 --> 00:26:30.200]  因爲就算
[00:26:30.200 --> 00:26:31.200]  就像我以前那樣
[00:26:31.200 --> 00:26:32.200]  我剛纔跟你講
[00:26:32.200 --> 00:26:33.200]  我讀很多瑜伽
[00:26:33.200 --> 00:26:35.200]  我自認是正人君子
[00:26:35.200 --> 00:26:37.200]  但其實我後來
[00:26:37.200 --> 00:26:38.200]  練習了信仰之後
[00:26:38.200 --> 00:26:39.200]  我就發覺原來不是
[00:26:39.200 --> 00:26:40.200]  我就算是正人君子
[00:26:40.200 --> 00:26:41.200]  原來私底下
[00:26:41.200 --> 00:26:42.200]  或者一些
[00:26:42.200 --> 00:26:43.200]  我自己不能夠控制
[00:26:43.200 --> 00:26:45.200]  或者很軟弱的情況下
[00:26:45.200 --> 00:26:46.200]  我都有很多
[00:26:46.200 --> 00:26:47.200]  很邪惡
[00:26:47.200 --> 00:26:48.200]  很安裝
[00:26:48.200 --> 00:26:50.200]  很骯髒的念頭
[00:26:50.200 --> 00:26:51.200]  所以有人說
[00:26:51.200 --> 00:26:52.200]  做一個比喻
[00:26:52.200 --> 00:26:53.200]  如果將我們人生
[00:26:53.200 --> 00:26:55.200]  拍成一套電影
[00:26:55.200 --> 00:26:56.200]  你敢不敢
[00:26:56.200 --> 00:26:57.200]  放在電影院裏播放
[00:26:57.200 --> 00:26:58.200]  或者現在不好的電影院
[00:26:58.200 --> 00:26:59.200]  就放在網上
[00:26:59.200 --> 00:27:00.200]  給別人看
[00:27:00.200 --> 00:27:01.200]  將你一生當中
[00:27:01.200 --> 00:27:02.200]  所有的做過
[00:27:02.200 --> 00:27:03.200]  不是單單做過
[00:27:03.200 --> 00:27:05.200]  不是公開做過
[00:27:05.200 --> 00:27:06.200]  是暗地裏做過
[00:27:06.200 --> 00:27:07.200]  還有呢
[00:27:07.200 --> 00:27:08.200]  想過的東西
[00:27:08.200 --> 00:27:09.200]  都拍成電影的
[00:27:09.200 --> 00:27:10.200]  有沒有誰敢放在
[00:27:10.200 --> 00:27:11.200]  這個網上給別人看
[00:27:11.200 --> 00:27:12.200]  任看的
[00:27:12.200 --> 00:27:13.200]  我真的不敢
[00:27:13.200 --> 00:27:14.200]  爲什麼呢
[00:27:14.200 --> 00:27:15.200]  很乳皮的嘛
[00:27:15.200 --> 00:27:16.200]  那裏有很多壞東西
[00:27:16.200 --> 00:27:18.200]  很多很難堪的東西
[00:27:18.200 --> 00:27:19.200]  我在你面前
[00:27:19.200 --> 00:27:20.200]  當然不會說
[00:27:20.200 --> 00:27:21.200]  不會做那些東西
[00:27:21.200 --> 00:27:22.200]  但是有時候
[00:27:22.200 --> 00:27:23.200]  可能軟弱的時候
[00:27:23.200 --> 00:27:24.200]  會不會這樣
[00:27:24.200 --> 00:27:25.200]  會不會呢
[00:27:25.200 --> 00:27:26.200]  請問你
[00:27:26.200 --> 00:27:28.200]  立透那些就誠實
[00:27:28.200 --> 00:27:29.200]  靈透那些
[00:27:29.200 --> 00:27:30.200]  沒有人敢靈透
[00:27:30.200 --> 00:27:31.200]  那些眼光呆滯
[00:27:31.200 --> 00:27:33.200]  那些應該在反省
[00:27:33.200 --> 00:27:34.200]  我們應該是
[00:27:34.200 --> 00:27:35.200]  我們每個人
[00:27:35.200 --> 00:27:36.200]  都是這樣
[00:27:36.200 --> 00:27:37.200]  很軟弱的人
[00:27:37.200 --> 00:27:38.200]  所以其實這裏說
[00:27:38.200 --> 00:27:39.200]  我們一定要依靠
[00:27:39.200 --> 00:27:40.200]  一個給我們自己
[00:27:40.200 --> 00:27:42.200]  高超的
[00:27:42.200 --> 00:27:44.200]  形意上的神
[00:27:44.200 --> 00:27:46.200]  來告訴光照我們
[00:27:46.200 --> 00:27:47.200]  如果只是靠我們自己
[00:27:47.200 --> 00:27:49.200]  因爲我們有很多黑暗面
[00:27:49.200 --> 00:27:50.200]  我們最喜歡什麼
[00:27:50.200 --> 00:27:52.200]  只許周官放火
[00:27:52.200 --> 00:27:53.200]  不許百姓點燈
[00:27:53.200 --> 00:27:54.200]  就是人家做事
[00:27:54.200 --> 00:27:55.200]  他做錯了
[00:27:55.200 --> 00:27:56.200]  他就說
[00:27:56.200 --> 00:27:57.200]  八般去鞭拍
[00:27:57.200 --> 00:27:58.200]  他就引用很多金句
[00:27:58.200 --> 00:27:59.200]  但是自己做錯了
[00:27:59.200 --> 00:28:01.200]  我都是一時軟弱
[00:28:01.200 --> 00:28:02.200]  我只是犯了
[00:28:02.200 --> 00:28:04.200]  所有男人犯的錯
[00:28:04.200 --> 00:28:07.200]  有沒有藝術能詳
[00:28:07.200 --> 00:28:08.200]  生活的一些
[00:28:08.200 --> 00:28:10.200]  很實際的經歷
[00:28:10.200 --> 00:28:12.200]  這些就是我們人性的詭詐
[00:28:12.200 --> 00:28:13.200]  所以聖經說
[00:28:13.200 --> 00:28:16.200]  人心比萬物都詭詐
[00:28:16.200 --> 00:28:17.200]  所以我們很難
[00:28:17.200 --> 00:28:18.200]  真的做一個
[00:28:18.200 --> 00:28:19.200]  完全公義的人
[00:28:19.200 --> 00:28:20.200]  我們總會
[00:28:20.200 --> 00:28:21.200]  大勢超
[00:28:21.200 --> 00:28:23.200]  或者總會包庇
[00:28:23.200 --> 00:28:24.200]  那些人
[00:28:24.200 --> 00:28:25.200]  所以說到過程
[00:28:25.200 --> 00:28:26.200]  黃蓉
[00:28:26.200 --> 00:28:27.200]  年輕的時候
[00:28:27.200 --> 00:28:28.200]  冰雪聰明
[00:28:28.200 --> 00:28:29.200]  是一個完美的女主角
[00:28:29.200 --> 00:28:30.200]  但是去到中年的時候
[00:28:30.200 --> 00:28:31.200]  一落千丈
[00:28:31.200 --> 00:28:32.200]  爲什麼
[00:28:32.200 --> 00:28:34.200]  因爲她包庇她的子女
[00:28:34.200 --> 00:28:35.200]  你都不知道我說什麼
[00:28:35.200 --> 00:28:36.200]  算了
[00:28:36.200 --> 00:28:38.200]  不要緊
[00:28:38.200 --> 00:28:40.200]  你想想自己就知道了
[00:28:40.200 --> 00:28:41.200]  好了
[00:28:41.200 --> 00:28:43.200]  最後一點
[00:28:43.200 --> 00:28:44.200]  這一點很有趣
[00:28:44.200 --> 00:28:45.200]  爲什麼
[00:28:45.200 --> 00:28:46.200]  要被聖賢充滿
[00:28:46.200 --> 00:28:47.200]  這個肯定
[00:28:47.200 --> 00:28:48.200]  很正面
[00:28:48.200 --> 00:28:49.200]  我們都知道
[00:28:49.200 --> 00:28:50.200]  要被聖賢充滿
[00:28:50.200 --> 00:28:51.200]  但是爲什麼要用
[00:28:51.200 --> 00:28:52.200]  和醉酒放在一起呢
[00:28:52.200 --> 00:28:54.200]  我們大家都知道
[00:28:54.200 --> 00:28:56.200]  聖經沒有明文規定
[00:28:56.200 --> 00:28:57.200]  是不可以喝酒
[00:28:57.200 --> 00:28:58.200]  我講得很清楚
[00:28:58.200 --> 00:28:59.200]  是可以喝的
[00:28:59.200 --> 00:29:00.200]  不過我告訴你
[00:29:00.200 --> 00:29:01.200]  我從來不會公開喝酒
[00:29:01.200 --> 00:29:03.200]  我自從做了傳道人之後
[00:29:03.200 --> 00:29:04.200]  所以你請我喫飯
[00:29:04.200 --> 00:29:05.200]  就算在家裏
[00:29:05.200 --> 00:29:06.200]  都不用預備啤酒
[00:29:06.200 --> 00:29:07.200]  或者任何的白蘭地
[00:29:07.200 --> 00:29:10.200]  我那時候去內地做培訓
[00:29:10.200 --> 00:29:11.200]  他經常來跟我說
[00:29:11.200 --> 00:29:12.200]  很多人
[00:29:12.200 --> 00:29:13.200]  你知不知道
[00:29:13.200 --> 00:29:14.200]  招呼我們
[00:29:14.200 --> 00:29:15.200]  鄧博士
[00:29:15.200 --> 00:29:16.200]  要不要喝酒
[00:29:16.200 --> 00:29:17.200]  喝我們的啤酒
[00:29:17.200 --> 00:29:18.200]  我們哈爾濱的啤酒
[00:29:18.200 --> 00:29:19.200]  很有名的
[00:29:19.200 --> 00:29:20.200]  我說
[00:29:20.200 --> 00:29:21.200]  我不要喝了
[00:29:21.200 --> 00:29:22.200]  他說
[00:29:22.200 --> 00:29:23.200]  你怎麼不喝
[00:29:23.200 --> 00:29:24.200]  喝吧
[00:29:24.200 --> 00:29:25.200]  喝吧
[00:29:25.200 --> 00:29:26.200]  我其實想告訴你
[00:29:26.200 --> 00:29:28.200]  其實我是可以喝的
[00:29:28.200 --> 00:29:30.200]  不過我爲了其他人的好處
[00:29:30.200 --> 00:29:31.200]  如果其他人見到我喝
[00:29:31.200 --> 00:29:32.200]  令他們跌倒
[00:29:32.200 --> 00:29:34.200]  那我就寧願不喝了
[00:29:34.200 --> 00:29:35.200]  你明白我的意思嗎
[00:29:35.200 --> 00:29:36.200]  同樣道理
[00:29:36.200 --> 00:29:37.200]  人們經常都說
[00:29:37.200 --> 00:29:38.200]  打麻將很好的
[00:29:38.200 --> 00:29:40.200]  醫治老人癡呆
[00:29:40.200 --> 00:29:41.200]  我經常都說
[00:29:41.200 --> 00:29:42.200]  如果牧師打麻將
[00:29:42.200 --> 00:29:43.200]  你滿意嗎
[00:29:43.200 --> 00:29:44.200]  或者你經過
[00:29:44.200 --> 00:29:46.200]  不知道哪個執事家
[00:29:46.200 --> 00:29:47.200]  兩個執事在家
[00:29:47.200 --> 00:29:48.200]  鄧博士和牧師不在
[00:29:48.200 --> 00:29:50.200]  今晚找Esther頂代
[00:29:50.200 --> 00:29:51.200]  我們四個人都打麻將
[00:29:51.200 --> 00:29:52.200]  Esther說
[00:29:52.200 --> 00:29:53.200]  砰
[00:29:55.200 --> 00:29:56.200]  請問你會不會覺得
[00:29:56.200 --> 00:29:57.200]  我們很屬靈
[00:29:57.200 --> 00:29:59.200]  當然不會
[00:29:59.200 --> 00:30:01.200]  因爲這個社會上
[00:30:01.200 --> 00:30:03.200]  已經賦予了這件事
[00:30:03.200 --> 00:30:06.200]  一個既有的形象
[00:30:06.200 --> 00:30:08.200]  所以我們需要避嫌
[00:30:08.200 --> 00:30:09.200]  你明白我的意思嗎
[00:30:09.200 --> 00:30:12.200]  等於你回去北上
[00:30:12.200 --> 00:30:13.200]  男人就儘量
[00:30:13.200 --> 00:30:15.200]  不要去按摩店
[00:30:15.200 --> 00:30:17.200]  有些智慧
[00:30:17.200 --> 00:30:18.200]  你明白我的意思嗎
[00:30:18.200 --> 00:30:19.200]  所以說
[00:30:19.200 --> 00:30:20.200]  凡事都可行
[00:30:20.200 --> 00:30:22.200]  但不都有益處
[00:30:22.200 --> 00:30:23.200]  凡事都可做
[00:30:23.200 --> 00:30:24.200]  但不都造就人
[00:30:24.200 --> 00:30:25.200]  所以很多時候
[00:30:25.200 --> 00:30:26.200]  我們不是因爲那件事
[00:30:26.200 --> 00:30:28.200]  不是單單因爲那件事
[00:30:28.200 --> 00:30:30.200]  是否做得
[00:30:30.200 --> 00:30:32.200]  而是我們會不會是榮耀神
[00:30:32.200 --> 00:30:33.200]  或者對其他人
[00:30:33.200 --> 00:30:34.200]  是有幫助
[00:30:34.200 --> 00:30:35.200]  還是令人跌倒
[00:30:35.200 --> 00:30:37.200]  而我們甘心放棄我們的權利
[00:30:37.200 --> 00:30:38.200]  在這裏說
[00:30:38.200 --> 00:30:39.200]  預備四年充滿
[00:30:39.200 --> 00:30:40.200]  我們很
[00:30:40.200 --> 00:30:42.200]  以知我們教會的背景
[00:30:42.200 --> 00:30:43.200]  我們一定要很清楚
[00:30:43.200 --> 00:30:45.200]  知道這個意思
[00:30:45.200 --> 00:30:47.200]  所以最好的方法
[00:30:47.200 --> 00:30:48.200]  就是看《聖經》
[00:30:48.200 --> 00:30:49.200]  而看《聖經》當中
[00:30:49.200 --> 00:30:50.200]  我認爲
[00:30:50.200 --> 00:30:52.200]  最好是看《士道行傳》
[00:30:52.200 --> 00:30:53.200]  因爲《士道行傳》
[00:30:53.200 --> 00:30:54.200]  其實另外一個名字
[00:30:54.200 --> 00:30:56.200]  叫《聖靈行傳》
[00:30:56.200 --> 00:30:58.200]  就是聖靈的一些
[00:30:58.200 --> 00:30:59.200]  在初期教會
[00:30:59.200 --> 00:31:00.200]  如何帶領
[00:31:00.200 --> 00:31:01.200]  或者建立初期教會
[00:31:01.200 --> 00:31:02.200]  一些真實的記錄
[00:31:02.200 --> 00:31:04.200]  所以我們看《士道行傳》
[00:31:04.200 --> 00:31:05.200]  是最好的
[00:31:05.200 --> 00:31:06.200]  我們接下來會看
[00:31:06.200 --> 00:31:08.200]  四五段經文
[00:31:08.200 --> 00:31:09.200]  四五處經文
[00:31:09.200 --> 00:31:10.200]  我們先看第一處經文
[00:31:10.200 --> 00:31:12.200]  就是《士道行傳》的第二章
[00:31:12.200 --> 00:31:13.200]  按照次序
[00:31:13.200 --> 00:31:14.200]  就是由第二章開始
[00:31:14.200 --> 00:31:15.200]  然後第四
[00:31:15.200 --> 00:31:16.200]  第七等等
[00:31:16.200 --> 00:31:17.200]  第二章一到四節
[00:31:17.200 --> 00:31:18.200]  我們一起讀一讀
[00:31:18.200 --> 00:31:20.200]  五重節到了
[00:31:20.200 --> 00:31:22.200]  他們就都被聖靈充滿
[00:31:22.200 --> 00:31:23.200]  按照聖靈所賜的口才
[00:31:23.200 --> 00:31:24.200]  樹起別國的話來
[00:31:24.200 --> 00:31:25.200]  這裏
[00:31:25.200 --> 00:31:27.200]  其實《士道行傳》第二章第一節
[00:31:27.200 --> 00:31:28.200]  第一句就是五重節到了
[00:31:28.200 --> 00:31:29.200]  我特意引用出來
[00:31:29.200 --> 00:31:32.200]  讓你知道時令是什麼時候
[00:31:32.200 --> 00:31:33.200]  接下來第四節就這樣說
[00:31:33.200 --> 00:31:35.200]  他們就都被聖靈充滿了
[00:31:35.200 --> 00:31:37.200]  他們即是使徒
[00:31:37.200 --> 00:31:38.200]  被聖靈充滿之後
[00:31:38.200 --> 00:31:39.200]  有什麼事情發生
[00:31:39.200 --> 00:31:40.200]  按照聖靈賜的口才
[00:31:40.200 --> 00:31:41.200]  講什麼呢
[00:31:41.200 --> 00:31:42.200]  請問你
[00:31:42.200 --> 00:31:43.200]  講方言
[00:31:43.200 --> 00:31:44.200]  沒錯了
[00:31:44.200 --> 00:31:45.200]  所以方言有兩個解釋
[00:31:45.200 --> 00:31:47.200]  第一個就是天上的語言
[00:31:47.200 --> 00:31:48.200]  就是天使的話語
[00:31:48.200 --> 00:31:49.200]  我們聽不明白
[00:31:49.200 --> 00:31:51.200]  只有你說的人和神知道
[00:31:51.200 --> 00:31:52.200]  但聖經教導
[00:31:52.200 --> 00:31:54.200]  這一種方言
[00:31:54.200 --> 00:31:55.200]  你自己講
[00:31:55.200 --> 00:31:56.200]  OK
[00:31:56.200 --> 00:31:57.200]  但如果你公開講的話
[00:31:57.200 --> 00:31:58.200]  一定有翻譯
[00:31:58.200 --> 00:31:59.200]  不然你寧願不講
[00:31:59.200 --> 00:32:00.200]  因爲你不能夠
[00:32:00.200 --> 00:32:01.200]  操作其他人
[00:32:01.200 --> 00:32:02.200]  因爲其他人都不知道
[00:32:02.200 --> 00:32:03.200]  不懂的
[00:32:03.200 --> 00:32:04.200]  但是
[00:32:04.200 --> 00:32:05.200]  如果第二個解釋是
[00:32:05.200 --> 00:32:06.200]  別國語言
[00:32:06.200 --> 00:32:07.200]  即是foreign languages
[00:32:07.200 --> 00:32:08.200]  其他語言的話
[00:32:08.200 --> 00:32:09.200]  其實就有一個
[00:32:09.200 --> 00:32:10.200]  很重要的作用
[00:32:10.200 --> 00:32:11.200]  爲什麼呢
[00:32:11.200 --> 00:32:12.200]  譬如這段經文
[00:32:12.200 --> 00:32:13.200]  你看完上面下來的話
[00:32:13.200 --> 00:32:14.200]  當時的使徒
[00:32:14.200 --> 00:32:15.200]  因着聖靈的充滿
[00:32:15.200 --> 00:32:16.200]  他們講起
[00:32:16.200 --> 00:32:17.200]  那些聽衆
[00:32:17.200 --> 00:32:18.200]  那些當場參與的人的
[00:32:18.200 --> 00:32:19.200]  那些香談
[00:32:19.200 --> 00:32:21.200]  即是鄉下話
[00:32:21.200 --> 00:32:22.200]  講鄉下話
[00:32:22.200 --> 00:32:23.200]  你自然就會怎樣
[00:32:23.200 --> 00:32:24.200]  如果你是那鄉下的人
[00:32:24.200 --> 00:32:25.200]  你就會自然怎樣
[00:32:25.200 --> 00:32:27.200]  恕你們耳朵聽
[00:32:27.200 --> 00:32:28.200]  好像我在加拿大
[00:32:28.200 --> 00:32:29.200]  這麼多年
[00:32:29.200 --> 00:32:30.200]  華人教會
[00:32:30.200 --> 00:32:31.200]  通常有兩文三語
[00:32:31.200 --> 00:32:32.200]  有粵語堂
[00:32:32.200 --> 00:32:33.200]  有國語堂
[00:32:33.200 --> 00:32:34.200]  有英文堂
[00:32:34.200 --> 00:32:35.200]  我三個堂都有服侍
[00:32:35.200 --> 00:32:36.200]  所以其實
[00:32:36.200 --> 00:32:37.200]  我嚴格來講
[00:32:37.200 --> 00:32:38.200]  我有方言恩賜的
[00:32:38.200 --> 00:32:39.200]  第二個解釋
[00:32:39.200 --> 00:32:40.200]  OK
[00:32:40.200 --> 00:32:41.200]  但是是我求回來的
[00:32:41.200 --> 00:32:42.200]  因爲我要在這些
[00:32:42.200 --> 00:32:43.200]  這樣的環境裏面服侍
[00:32:43.200 --> 00:32:44.200]  是不是
[00:32:44.200 --> 00:32:45.200]  所以我去到
[00:32:45.200 --> 00:32:46.200]  但有些問題有點不同
[00:32:46.200 --> 00:32:47.200]  聖經都一樣
[00:32:47.200 --> 00:32:49.200]  但在粵語堂
[00:32:49.200 --> 00:32:50.200]  我就會用到香港的例子
[00:32:50.200 --> 00:32:51.200]  大家一講
[00:32:51.200 --> 00:32:52.200]  你就知道了
[00:32:52.200 --> 00:32:54.200]  但如果去到國語堂
[00:32:54.200 --> 00:32:56.200]  就可能用一些國語背景
[00:32:56.200 --> 00:32:57.200]  大陸也好
[00:32:57.200 --> 00:32:58.200]  臺灣也好
[00:32:58.200 --> 00:32:59.200]  等等那些例子
[00:32:59.200 --> 00:33:00.200]  英文
[00:33:00.200 --> 00:33:01.200]  如果去英文堂
[00:33:01.200 --> 00:33:02.200]  就講那些
[00:33:02.200 --> 00:33:05.200]  加拿大的例子
[00:33:05.200 --> 00:33:06.200]  那就比較容易
[00:33:06.200 --> 00:33:07.200]  有共鳴
[00:33:07.200 --> 00:33:08.200]  所以這個第一個
[00:33:08.200 --> 00:33:11.200]  避離性靈充滿
[00:33:11.200 --> 00:33:13.200]  你會得到一些恩賜
[00:33:13.200 --> 00:33:14.200]  一些神的禮物
[00:33:14.200 --> 00:33:17.200]  如果性靈或者靈恩的解釋
[00:33:17.200 --> 00:33:18.200]  就是性靈的恩賜
[00:33:18.200 --> 00:33:19.200]  性靈的禮物的話
[00:33:19.200 --> 00:33:20.200]  我們每一個人都需要靈恩
[00:33:20.200 --> 00:33:21.200]  纔可以侍奉神
